,Player,Team,DYAR,DVOA,Targets,Yards,EfYds,TD,Catch_rate,Year,Yds
996,T.Martin,SD,181,14.60%,90,,808,7,56%,1994,885
997,Br.Blades,SEA,172,3.10%,138,,"1,144",4,59%,1994,"1,086"
998,F.Barnett,PHI,162,1.40%,146,,"1,177",5,53%,1994,"1,126"
999,Q.Early,NO,160,3.10%,125,,"1,065",4,66%,1994,894
1000,M.Timpson,NE,160,3.70%,124,,"1,030",3,60%,1994,941
1001,A.Harper,DAL,154,11.70%,81,,741,8,41%,1994,821
1002,O.J.McDuffie,MIA,144,19.90%,57,,574,3,65%,1994,488
1003,C.Wilson,TB,128,14.30%,62,,573,6,50%,1994,652
1004,Y.Thigpen,PIT,124,10.60%,69,,616,4,52%,1994,546
1005,B.Brooks,BUF,119,12.20%,63,,566,2,67%,1994,482
1006,J.Taylor,SF,117,9.10%,65,,608,5,63%,1994,531
1007,L.Dawsey,TB,108,5.60%,77,,641,1,60%,1994,673
1008,A.Monk,NYJ,108,9.40%,65,,557,3,71%,1994,581
1009,Q.Ismail,MIN,107,4.90%,82,,650,5,55%,1994,696
1010,J.Hester,LARM,104,4.00%,79,,660,3,57%,1994,644
1011,C.Johnson,PIT,103,8.30%,66,,554,3,58%,1994,577
1012,A.Rison,ATL,101,-4.70%,154,,"1,176",8,53%,1994,"1,088"
1013,R.Brooks,GB,99,0.90%,92,,737,4,63%,1994,648
1014,H.Jeffires,HOIL,96,-2.40%,122,,907,6,56%,1994,783
1015,R.Ismail,LARD,89,5.70%,64,,526,5,53%,1994,513
1016,C.Williams,PHI,87,-2.20%,111,,806,3,52%,1994,813
1017,S.Jefferson,SD,84,-0.20%,87,,672,3,49%,1994,627
1018,C.Conway,CHI,81,1.50%,71,,585,2,56%,1994,546
1019,V.Brisby,NE,78,-4.60%,122,,901,5,48%,1994,904
1020,D.Scott,CIN,76,-3.60%,106,,798,5,43%,1994,866
1021,C.Calloway,NYG,75,-1.50%,85,,660,2,51%,1994,666
1022,W.Davis,KC,73,-2.90%,97,,713,5,53%,1994,822
1023,J.J.Birden,KC,71,-2.90%,91,,700,4,53%,1994,637
1024,S.Dawkins,IND,62,-4.70%,100,,716,5,51%,1994,742
1025,M.Haynes,NO,60,-7.30%,137,,992,5,56%,1994,985
1026,D.Beebe,BUF,60,-1.90%,73,,540,4,55%,1994,527
1027,F.Turner,IND,56,-4.30%,87,,627,6,60%,1994,593
1028,B.Perriman,DET,55,-6.20%,110,,775,5,51%,1994,761
1029,C.Hawkins,TB,41,-5.30%,72,,512,5,51%,1994,438
1030,D.Howard,WAS,29,-9.10%,103,,708,5,39%,1994,727
1031,L.Dawson,KC,16,-9.70%,67,,471,2,55%,1994,537
1032,J.Reed,MIN,16,-11.40%,161,,"1,065",4,53%,1994,"1,175"
1033,R.Sanders,ATL,15,-10.80%,103,,669,1,65%,1994,599
1034,M.Seay,SD,7,-11.90%,108,,704,6,54%,1994,645
1035,G.Clark,ARI,7,-11.80%,105,,646,1,48%,1994,782
1036,R.Moore,NYJ,1,-12.50%,158,,982,6,49%,1994,"1,010"
1037,M.Carrier,CLE1,-10,-14.50%,71,,431,5,41%,1994,452
1038,B.Emanuel,ATL,-10,-14.10%,96,,592,4,48%,1994,649
1039,M.Ingram,MIA,-12,-14.60%,82,,517,6,54%,1994,506
1040,C.Carter,MIN,-22,-14.20%,188,,"1,160",7,65%,1994,"1,256"
1041,Mi.Jackson,CLE1,-23,-17.50%,56,,344,2,38%,1994,304
1042,E.Givins,HOIL,-25,-16.70%,78,,460,1,46%,1994,521
1043,W.Slaughter,HOIL,-29,-15.60%,128,,775,2,53%,1994,846
1044,R.Hill,ARI,-46,-20.10%,82,,431,0,45%,1994,535
1045,R.Crittenden,NE,-59,-24.60%,66,,313,3,42%,1994,379
1046,R.Proehl,ARI,-68,-20.80%,110,,587,5,46%,1994,651
1047,P.Coleman,HOIL,-71,-30.40%,52,,222,1,38%,1994,298
1048,K.Martin,SEA,-184,-30.60%,135,,561,1,41%,1994,681
1049,T.Kinchen,LARM,134,44.50%,33,,389,3,70%,1994,352
1050,T.Winans,WAS,112,25.50%,36,,406,2,53%,1994,344
1051,N.Singleton,SF,102,27.20%,29,,359,2,72%,1994,294
1052,T.Waddle,CHI,93,24.30%,31,,344,1,81%,1994,244
1053,C.Tillman,DEN,88,13.00%,45,,409,1,62%,1994,455
1054,E.Martin,KC,83,21.10%,32,,321,1,66%,1994,307
1055,E.McCaffrey,SF,78,53.40%,14,,212,2,79%,1994,131
1056,W.Green,TB,70,90.10%,11,,158,0,82%,1994,150
1057,A.Morgan,GB,69,8.30%,43,,368,4,65%,1994,397
1058,D.Russell,DEN,63,7.30%,41,,352,1,61%,1994,342
1059,A.Matthews,DET,62,4.70%,48,,384,3,60%,1994,359
1060,A.Carter,DET,52,46.10%,12,,150,3,67%,1994,97
1061,M.Pritchard,DEN,45,10.30%,26,,224,1,73%,1994,271
1062,V.Bailey,PHI,44,4.20%,38,,281,1,53%,1994,311
1063,E.Mills,PIT,37,-2.90%,46,,363,1,41%,1994,384
1064,I.Bruce,LARM,35,-1.70%,45,,309,3,47%,1994,272
1065,A.Marshall,NYG,28,4.90%,23,,174,0,70%,1994,219
1066,A.Wright,LARD,26,-1.50%,30,,229,2,53%,1994,294
1067,K.Williams,DAL,19,1.90%,20,,136,0,65%,1994,181
1068,K.McCardell,CLE1,13,-6.50%,25,,195,0,40%,1994,182
1069,Ron.Lewis,GB,12,2.10%,11,,83,0,64%,1994,108
1070,G.McMurtry,CHI,10,-5.00%,17,,121,1,47%,1994,112
1071,R.Copeland,BUF,10,-9.50%,39,,266,1,54%,1994,255
1072,D.Stone,PIT,4,-7.20%,10,,68,0,70%,1994,81
1073,D.Palmer,MIN,1,-10.40%,10,,52,0,60%,1994,90
1074,Ti.McGee,CIN,0,-12.80%,29,,193,1,45%,1994,175
1075,L.Thomas,TB,-1,-13.90%,13,,76,0,54%,1994,94
1076,B.Reeves,ARI,-6,-15.10%,33,,179,1,42%,1994,202
1077,M.Jackson,IND,-7,-17.30%,18,,105,1,44%,1994,97
1078,O.Truitt,WAS,-9,-22.10%,11,,64,1,18%,1994,89
1079,A.Hastings,PIT,-11,-16.30%,42,,241,2,48%,1994,281
1080,S.Anderson,NYJ,-13,-22.90%,17,,87,0,53%,1994,90
1081,R.Thomas,SEA,-14,-26.50%,13,,60,0,31%,1994,70
1082,T.Mickens,GB,-15,-33.40%,9,,37,0,44%,1994,31
1083,L.Harris,ATL,-16,-22.10%,21,,115,0,43%,1994,113
1084,R.A.Brown,HOIL,-23,-44.30%,10,,26,0,40%,1994,34
1085,R.Smith,CLE1,-28,-37.50%,14,,51,0,14%,1994,61
1086,D.Hughes,KC,-30,-34.60%,17,,67,0,41%,1994,80
1087,R.Yarborough,NYJ,-30,-38.80%,15,,50,1,40%,1994,42
1088,T.Lewis,NYG,-31,-46.30%,12,,29,0,33%,1994,46
1089,Mi.Bates,SEA,-34,-40.50%,17,,49,1,29%,1994,112
1090,M.Williams,MIA,-34,-28.10%,32,,131,0,47%,1994,221
1091,J.Query,CIN,-36,-51.30%,12,,22,0,42%,1994,44
1092,D.Hobbs,LARD,-38,-48.00%,14,,32,0,36%,1994,52
1093,C.Brantley,LARM,-41,-59.90%,11,,10,0,36%,1994,29
1094,G.Wellman,HOIL,-53,-43.90%,23,,60,0,43%,1994,112
1095,H.Copeland,TB,-58,-29.90%,44,,188,0,39%,1994,308
1096,J.Jett,LARD,-72,-36.20%,41,,144,0,37%,1994,253
1097,M.Irvin,DAL,599,31.20%,165,,"1,996",10,67%,1995,"1,603"
1098,J.Rice,SF,512,23.60%,175,,"1,906",15,70%,1995,"1,848"
1099,I.Bruce,STL,442,16.20%,198,,"1,897",13,60%,1995,"1,781"
1100,H.Moore,DET,426,12.60%,206,,"2,002",14,60%,1995,"1,686"
1101,T.Brown,OAK,345,17.30%,147,,"1,447",10,61%,1995,"1,342"
1102,R.Brooks,GB,326,12.00%,167,,"1,558",13,61%,1995,"1,497"
1103,A.Miller,DEN,314,24.70%,108,,"1,147",14,55%,1995,"1,079"
1104,J.Graham,CHI,302,13.80%,138,,"1,372",4,59%,1995,"1,302"
1105,B.Perriman,DET,293,7.30%,179,,"1,627",9,60%,1995,"1,488"
1106,C.Pickens,CIN,284,8.20%,167,,"1,528",17,59%,1995,"1,234"
1107,Y.Thigpen,PIT,282,10.30%,151,,"1,416",5,56%,1995,"1,307"
1108,O.J.McDuffie,MIA,281,26.10%,92,,"1,006",8,67%,1995,819
1109,C.Carter,MIN,276,4.90%,197,,"1,687",17,62%,1995,"1,371"
1110,T.Mathis,ATL,273,16.70%,119,,"1,159",9,66%,1995,"1,039"
1111,Q.Early,NO,259,11.70%,134,,"1,249",8,60%,1995,"1,092"
1112,J.Reed,MIN,242,9.40%,142,,"1,249",9,51%,1995,"1,167"
1113,C.Sanders,HOIL,212,18.50%,87,,866,9,40%,1995,823
1114,E.Mills,PIT,205,22.40%,69,,777,8,57%,1995,679
1115,I.Fryar,MIA,199,11.20%,108,,975,8,57%,1995,911
1116,C.Conway,CHI,186,7.40%,117,,"1,033",12,53%,1995,"1,037"
1117,R.Moore,ARI,186,6.90%,116,,"1,049",5,54%,1995,907
1118,S.Dawkins,IND,181,14.00%,85,,820,3,61%,1995,784
1119,J.J.Stokes,SF,181,32.70%,52,,592,4,73%,1995,517
1120,E.Metcalf,ATL,180,2.10%,153,,"1,259",8,68%,1995,"1,189"
1121,H.Ellard,WAS,166,6.80%,112,,941,5,50%,1995,"1,005"
1122,J.Galloway,SEA,156,2.80%,133,,"1,052",7,50%,1995,"1,036"
1123,F.Barnett,PHI,149,12.00%,75,,709,5,64%,1995,585
1124,H.Jeffires,HOIL,147,7.30%,96,,819,8,64%,1995,684
1125,H.Copeland,TB,145,18.20%,63,,596,2,56%,1995,605
1126,K.McCardell,CLE1,144,8.50%,89,,766,4,63%,1995,709
1127,Br.Blades,SEA,143,1.50%,132,,"1,036",4,58%,1995,"1,002"
1128,W.Green,CAR,141,7.40%,93,,783,6,51%,1995,882
1129,M.Jackson,CLE1,136,8.90%,81,,715,9,54%,1995,714
1130,B.Brooks,BUF,134,7.00%,88,,754,11,60%,1995,763
1131,D.Hobbs,OAK,129,8.20%,80,,691,3,48%,1995,612
1132,K.Williams,DAL,117,9.60%,67,,602,2,57%,1995,613
1133,C.Calloway,NYG,106,0.50%,104,,811,3,54%,1995,796
1134,F.Turner,IND,101,8.20%,63,,544,4,56%,1995,431
1135,T.Martin,SD,90,-5.50%,165,,"1,161",6,55%,1995,"1,224"
1136,G.Clark,MIA,88,5.80%,64,,519,2,58%,1995,525
1137,J.Morton,DET,88,1.90%,80,,621,8,55%,1995,590
1138,E.McCaffrey,DEN,88,5.40%,63,,525,2,62%,1995,477
1139,M.Seay,SD,87,4.20%,70,,551,3,64%,1995,537
1140,Q.Ismail,MIN,77,6.80%,54,,438,3,59%,1995,597
1141,C.Tillman,JAC,77,8.20%,49,,412,3,61%,1995,368
1142,T.Small,NO,73,1.20%,69,,539,5,55%,1995,461
1143,T.Kinchen,STL,71,3.90%,55,,454,4,65%,1995,419
1144,D.Scott,CIN,65,-5.50%,108,,829,5,48%,1995,821
1145,F.Sanders,ARI,62,-5.40%,110,,785,2,47%,1995,883
1146,J.Hester,STL,59,1.80%,54,,419,3,56%,1995,394
1147,J.Taylor,SF,58,2.00%,49,,404,2,59%,1995,387
1148,R.Ismail,OAK,56,0.00%,57,,441,3,49%,1995,491
1149,B.Emanuel,ATL,49,-8.10%,137,,960,5,54%,1995,"1,039"
1150,L.Dawson,KC,44,-5.40%,75,,556,5,53%,1995,513
1151,A.Rison,CLE1,40,-8.00%,104,,761,3,45%,1995,701
1152,A.Hastings,PIT,37,-5.40%,67,,469,1,72%,1995,502
1153,L.Shepherd,WAS,30,-6.20%,60,,428,2,48%,1995,486
1154,A.Wright,STL,27,-5.60%,51,,352,2,45%,1995,368
1155,A.Morgan,GB,26,-6.40%,53,,375,4,58%,1995,344
1156,M.Pritchard,DEN,22,-8.60%,69,,473,3,48%,1995,441
1157,M.Sherrard,NYG,18,-10.00%,86,,569,4,51%,1995,578
1158,W.Moore,NE,7,-11.60%,79,,516,1,54%,1995,502
1159,J.J.Birden,ATL,2,-12.30%,59,,408,1,53%,1995,303
1160,C.Hawkins,TB,2,-12.30%,64,,395,0,64%,1995,493
1161,W.Slaughter,KC,-6,-13.70%,75,,485,4,45%,1995,514
1162,W.Jackson,JAC,-13,-14.50%,91,,549,5,58%,1995,593
1163,C.Williams,PHI,-13,-14.20%,110,,684,2,57%,1995,768
1164,W.Davis,KC,-14,-15.00%,77,,470,5,43%,1995,527
1165,E.Givins,JAC,-20,-17.30%,56,,315,3,52%,1995,280
1166,A.Harper,TB,-21,-15.30%,103,,607,2,45%,1995,633
1167,M.Ingram,GB,-21,-16.30%,76,,445,3,51%,1995,469
1168,L.Dawsey,TB,-37,-20.70%,61,,322,0,49%,1995,372
1169,M.Haynes,NO,-43,-18.60%,95,,529,4,43%,1995,597
1170,D.Howard,JAC,-45,-23.10%,56,,288,1,46%,1995,276
1171,M.Carrier,CAR,-51,-17.40%,141,,801,3,47%,1995,"1,002"
1172,S.Jefferson,SD,-51,-19.50%,100,,529,2,48%,1995,621
1173,D.Russell,HOIL,-52,-24.70%,54,,279,0,44%,1995,321
1174,C.Johnson,PIT,-53,-22.00%,76,,387,0,50%,1995,432
1175,W.Chrebet,NYJ,-66,-19.70%,123,,663,4,54%,1995,726
1176,V.Brisby,NE,-76,-18.60%,161,,938,3,41%,1995,974
1177,R.Copeland,BUF,-79,-23.70%,95,,463,1,44%,1995,646
1178,R.Carpenter,PHI,-81,-31.30%,58,,232,0,50%,1995,318
1179,C.Wilson,NYJ,-82,-24.70%,90,,438,4,46%,1995,484
1180,E.Guliford,CAR,-84,-27.70%,70,,330,1,41%,1995,444
1181,M.Westbrook,WAS,-130,-31.50%,88,,371,1,39%,1995,522
1182,A.Bailey,IND,122,32.90%,36,,396,3,58%,1995,379
1183,A.Edwards,ARI,81,9.40%,48,,418,2,60%,1995,417
1184,T.Vanover,KC,76,41.10%,18,,226,2,61%,1995,231
1185,K.Stewart,PIT,68,31.20%,20,,225,1,70%,1995,235
1186,J.Smith,JAC,65,7.60%,41,,357,3,54%,1995,288
1187,R.Thomas,SEA,59,19.40%,23,,235,1,52%,1995,239
1188,R.Hill,MIA,55,16.00%,24,,239,0,50%,1995,260
1189,N.Singleton,SF,51,51.20%,10,,140,1,80%,1995,108
1190,T.Hannah,HOIL,50,28.60%,15,,174,0,67%,1995,142
1191,C.Jordan,GB,47,39.60%,14,,143,2,50%,1995,117
1192,M.Timpson,CHI,47,0.60%,45,,357,2,53%,1995,289
1193,F.Anderson,IND,47,36.40%,13,,146,2,62%,1995,111
1194,R.Yarborough,NYJ,44,10.30%,25,,219,2,72%,1995,230
1195,A.Freeman,GB,40,30.40%,12,,134,1,67%,1995,106
1196,V.Johnson,DEN,36,11.40%,21,,174,0,57%,1995,170
1197,R.Preston,ATL,31,26.40%,10,,109,1,70%,1995,129
1198,M.Floyd,HOIL,30,7.00%,21,,168,1,57%,1995,167
1199,J.Armour,BUF,26,-4.50%,41,,291,3,63%,1995,300
1200,S.Tasker,BUF,25,-3.70%,35,,259,3,57%,1995,255
1201,A.Monk,PHI,20,8.80%,11,,104,0,55%,1995,114
1202,D.Palmer,MIN,15,-1.40%,16,,131,0,75%,1995,100
1203,C.Walsh,MIN,14,5.50%,10,,81,0,70%,1995,66
1204,C.Marsh,JAC,12,-3.60%,17,,129,0,41%,1995,127
1205,M.Dowdell,ARI,11,-1.30%,14,,96,0,71%,1995,96
1206,T.Lewis,NYG,7,-9.30%,26,,174,1,46%,1995,208
1207,J.Hill,CIN,-6,-19.20%,11,,63,0,36%,1995,44
1208,L.Thomas,TB,-15,-25.90%,16,,70,0,63%,1995,107
1209,Ty.Brown,ATL,-16,-19.50%,28,,164,0,61%,1995,198
1210,D.Hughes,KC,-17,-22.30%,23,,119,1,61%,1995,103
1211,A.Reed,BUF,-20,-18.70%,43,,238,3,56%,1995,308
1212,H.Graham,NE,-22,-23.70%,27,,129,2,37%,1995,156
1213,D.Alexander,CLE1,-22,-22.40%,29,,153,0,52%,1995,216
1214,R.Smith,CLE1,-25,-23.20%,29,,153,1,45%,1995,173
1215,T.Brown,NE,-25,-26.90%,24,,107,0,58%,1995,159
1216,A.Marshall,NYG,-27,-22.70%,37,,179,1,46%,1995,195
1217,O.Truitt,WAS,-29,-27.60%,26,,115,1,35%,1995,159
1218,J.McKnight,SEA,-30,-34.70%,19,,67,0,32%,1995,91
1219,D.Spencer,ATL,-32,-42.20%,14,,41,0,36%,1995,60
1220,C.Fleming,DAL,-35,-38.80%,17,,56,0,35%,1995,83
1221,K.Martin,PHI,-40,-30.20%,33,,123,0,52%,1995,206
1222,D.Beebe,CAR,-50,-33.00%,34,,126,1,41%,1995,152
1223,J.Jett,OAK,-53,-31.40%,37,,152,1,35%,1995,179
1224,D.Dunn,CIN,-53,-31.10%,36,,157,1,47%,1995,209
1225,T.Winans,WAS,-57,-68.50%,14,,-1,0,29%,1995,77
1226,K.Lee,NE,-61,-40.80%,27,,86,0,30%,1995,107
1227,J.T.Thomas,STL,-67,-64.60%,16,,6,0,31%,1995,42
1228,B.Stablein,IND,-67,-59.20%,21,,18,0,38%,1995,95
1229,R.Proehl,SEA,-71,-64.40%,18,,7,0,28%,1995,29
1230,J.Rice,SF,413,20.70%,153,,"1,617",8,71%,1996,"1,254"
1231,J.Reed,MIN,382,24.90%,126,,"1,392",7,57%,1996,"1,320"
1232,D.Alexander,BAL,380,33.90%,107,,"1,226",9,58%,1996,"1,099"
1233,J.Smith,JAC,336,20.90%,129,,"1,309",7,64%,1996,"1,246"
1234,H.Moore,DET,308,8.90%,178,,"1,618",9,60%,1996,"1,296"
1235,A.Reed,BUF,292,24.20%,101,,"1,075",6,65%,1996,"1,036"
1236,I.Fryar,PHI,289,11.30%,152,,"1,407",11,58%,1996,"1,162"
1237,K.McCardell,JAC,288,15.30%,127,,"1,265",3,67%,1996,"1,129"
1238,M.Jackson,BAL,282,10.90%,148,,"1,389",14,51%,1996,"1,201"
1239,I.Bruce,STL,259,10.00%,150,,"1,311",7,56%,1996,"1,338"
1240,H.Ellard,WAS,243,19.80%,99,,966,2,53%,1996,"1,014"
1241,T.Brown,OAK,232,7.30%,146,,"1,288",9,62%,1996,"1,104"
1242,C.Johnson,PIT,231,16.40%,101,,988,3,59%,1996,"1,008"
1243,M.Irvin,DAL,215,13.70%,105,,982,2,61%,1996,968
1244,B.Emanuel,ATL,189,6.40%,123,,"1,084",6,61%,1996,921
1245,J.Graham,NYJ,185,16.00%,85,,798,6,59%,1996,788
1246,C.Carter,MIN,180,0.80%,167,,"1,354",10,57%,1996,"1,163"
1247,C.Jones,PHI,178,7.20%,114,,994,5,61%,1996,859
1248,A.Freeman,GB,167,7.70%,107,,916,9,52%,1996,933
1249,T.Martin,SD,167,0.30%,167,,"1,289",14,51%,1996,"1,171"
1250,C.Conway,CHI,165,1.70%,145,,"1,179",7,57%,1996,"1,053"
1251,M.Carrier,CAR,162,7.20%,104,,905,6,56%,1996,808
1252,O.J.McDuffie,MIA,162,5.10%,119,,980,8,62%,1996,918
1253,E.McCaffrey,DEN,157,13.60%,76,,718,7,63%,1996,553
1254,T.Mathis,ATL,153,3.80%,114,,982,7,61%,1996,771
1255,M.Harrison,IND,148,3.40%,118,,970,8,54%,1996,836
1256,W.Green,CAR,134,9.60%,75,,685,3,61%,1996,614
1257,M.Haynes,NO,133,5.30%,91,,798,4,48%,1996,786
1258,S.Dawkins,IND,131,5.40%,91,,784,1,59%,1996,751
1259,C.Penn,KC,128,5.00%,90,,777,5,54%,1996,628
1260,C.Pickens,CIN,124,-4.20%,173,,"1,367",12,58%,1996,"1,180"
1261,R.Thomas,TB,123,19.30%,52,,493,2,63%,1996,427
1262,D.Scott,CIN,121,0.90%,115,,905,5,50%,1996,833
1263,J.Galloway,SEA,115,-0.70%,121,,949,7,47%,1996,989
1264,S.Jefferson,NE,114,2.90%,92,,765,4,54%,1996,772
1265,Q.Early,BUF,112,4.10%,91,,711,4,55%,1996,798
1266,M.Westbrook,WAS,109,9.60%,61,,557,1,56%,1996,505
1267,T.Lewis,NYG,109,1.60%,98,,782,4,54%,1996,694
1268,T.Owens,SF,107,12.70%,57,,502,4,61%,1996,520
1269,F.Barnett,MIA,106,9.20%,63,,553,3,57%,1996,562
1270,A.Hastings,PIT,104,-1.60%,115,,920,6,63%,1996,739
1271,D.Beebe,GB,100,5.00%,76,,606,4,51%,1996,699
1272,W.Chrebet,NYJ,99,-2.70%,129,,951,3,65%,1996,909
1273,B.Perriman,DET,95,-5.50%,170,,"1,218",5,55%,1996,"1,021"
1274,J.Jett,OAK,92,1.00%,84,,684,4,51%,1996,601
1275,E.Kennison,STL,90,-2.50%,115,,849,9,47%,1996,900
1276,E.Metcalf,ATL,81,-1.60%,90,,718,6,60%,1996,599
1277,T.Glenn,NE,80,-6.70%,165,,"1,224",6,55%,1996,"1,136"
1278,K.Williams,DAL,80,6.70%,51,,456,1,53%,1996,323
1279,F.Turner,BAL,73,1.90%,65,,517,2,58%,1996,461
1280,Br.Blades,SEA,71,0.70%,70,,537,2,61%,1996,556
1281,M.Muhammad,CAR,71,4.80%,49,,435,1,51%,1996,407
1282,J.Morton,DET,68,-3.20%,97,,684,6,57%,1996,714
1283,C.Sanders,HOIL,57,-5.70%,105,,747,4,46%,1996,882
1284,K.Johnson,NYJ,57,-6.60%,125,,844,8,50%,1996,844
1285,M.Timpson,CHI,54,-6.60%,108,,798,0,57%,1996,808
1286,D.Russell,HOIL,48,-1.80%,59,,433,2,58%,1996,421
1287,B.Engram,CHI,48,-2.80%,62,,468,6,53%,1996,389
1288,W.Slaughter,NYJ,46,-2.60%,60,,437,2,53%,1996,434
1289,C.Jones,SD,42,-5.20%,76,,519,4,54%,1996,524
1290,D.Hobbs,OAK,35,-6.80%,75,,538,3,59%,1996,423
1291,R.Moore,ARI,27,-10.20%,144,,942,4,40%,1996,"1,016"
1292,W.Davis,HOIL,20,-9.20%,71,,486,6,55%,1996,464
1293,D.Sanders,DAL,17,-9.40%,67,,453,1,54%,1996,475
1294,F.Sanders,ARI,10,-11.70%,129,,832,4,53%,1996,813
1295,C.Calloway,NYG,6,-11.90%,109,,718,4,49%,1996,739
1296,A.Coleman,SD,2,-12.20%,72,,438,2,50%,1996,486
1297,A.Edwards,ARI,-13,-16.00%,50,,285,1,58%,1996,311
1298,R.Proehl,SEA,-18,-17.40%,49,,284,2,47%,1996,309
1299,C.Hawkins,TB,-20,-15.30%,94,,570,1,49%,1996,544
1300,Ty.Brown,ATL,-34,-20.70%,55,,295,1,51%,1996,325
1301,A.Rison,GB,-41,-18.40%,90,,512,3,52%,1996,593
1302,T.Small,NO,-46,-19.50%,89,,478,2,56%,1996,558
1303,A.Miller,DEN,-48,-18.40%,110,,614,3,51%,1996,735
1304,M.Pritchard,SEA,-100,-33.00%,63,,252,1,33%,1996,328
1305,J.J.Birden,ATL,-100,-33.40%,61,,246,2,49%,1996,325
1306,W.Jackson,JAC,195,45.80%,42,,558,3,79%,1996,486
1307,D.Dunn,CIN,136,27.00%,49,,481,1,65%,1996,509
1308,R.Brooks,GB,110,19.90%,42,,439,4,55%,1996,344
1309,S.LaChapelle,KC,107,16.50%,48,,458,2,56%,1996,422
1310,R.Hill,MIA,95,13.70%,44,,433,4,48%,1996,417
1311,Q.Ismail,MIN,94,15.30%,44,,410,3,50%,1996,351
1312,R.Smith,DEN,75,21.10%,28,,293,2,57%,1996,237
1313,S.Tasker,BUF,68,13.60%,33,,311,3,64%,1996,375
1314,L.Shepherd,WAS,68,6.80%,45,,384,3,51%,1996,344
1315,M.Dowdell,ARI,66,7.40%,41,,362,2,49%,1996,318
1316,K.Martin,DAL,59,4.60%,44,,366,1,57%,1996,380
1317,R.Preston,ATL,53,7.10%,31,,295,1,68%,1996,208
1318,T.Brown,NE,52,12.60%,27,,246,0,78%,1996,222
1319,L.Dawson,KC,52,48.80%,10,,144,1,50%,1996,83
1320,H.Jeffires,NO,48,6.30%,31,,276,3,65%,1996,215
1321,C.Jordan,MIA,46,30.90%,13,,154,0,54%,1996,152
1322,Y.Thigpen,PIT,39,7.90%,25,,210,2,48%,1996,244
1323,B.Brooks,WAS,37,2.10%,32,,259,0,53%,1996,224
1324,E.Moulds,BUF,34,-0.40%,37,,277,2,54%,1996,279
1325,F.Scott,ATL,24,17.00%,10,,102,0,70%,1996,80
1326,L.Thomas,MIA,17,-3.90%,23,,184,1,43%,1996,166
1327,T.Vanover,KC,16,-8.30%,45,,325,1,47%,1996,241
1328,M.Sherrard,DEN,15,-5.20%,28,,189,1,57%,1996,185
1329,M.Seay,PHI,14,-7.20%,36,,227,0,53%,1996,260
1330,I.Uwaezuoke,SF,10,-2.10%,13,,94,1,54%,1996,91
1331,J.Lewis,BAL,9,-3.10%,12,,88,1,42%,1996,78
1332,S.Miller,MIA,7,-7.50%,16,,115,0,56%,1996,116
1333,K.Alexander,NYG,5,-4.90%,10,,64,0,40%,1996,88
1334,K.Williams,TB,3,-11.80%,45,,274,0,49%,1996,246
1335,D.Carter,KC,2,-10.40%,10,,68,1,60%,1996,89
1336,F.Solomon,PHI,0,-12.70%,16,,95,0,50%,1996,125
1337,K.Shedd,OAK,-3,-16.60%,11,,63,1,27%,1996,87
1338,D.Hughes,KC,-8,-15.80%,33,,191,1,52%,1996,167
1339,A.Bailey,IND,-8,-15.80%,36,,206,0,50%,1996,302
1340,H.Graham,NE,-13,-27.40%,11,,51,0,45%,1996,64
1341,B.Stablein,IND,-13,-17.70%,34,,187,1,53%,1996,192
1342,M.Floyd,HOIL,-13,-19.50%,22,,135,1,45%,1996,145
1343,C.Williams,BAL,-15,-20.40%,23,,138,1,65%,1996,93
1344,A.Matthews,DET,-19,-38.00%,10,,33,0,30%,1996,41
1345,T.Mickens,GB,-20,-21.00%,32,,165,2,56%,1996,157
1346,Jack Jackson,CHI,-23,-42.30%,10,,29,0,40%,1996,39
1347,R.Copeland,BUF,-24,-28.40%,19,,88,0,37%,1996,85
1348,D.Palmer,MIN,-25,-40.80%,11,,35,0,55%,1996,40
1349,J.Horn,KC,-26,-47.10%,9,,23,0,22%,1996,30
1350,B.Still,SD,-28,-30.50%,19,,87,0,32%,1996,142
1351,M.Ingram,PHI,-28,-47.60%,11,,24,0,18%,1996,33
1352,R.Ismail,CAR,-30,-23.60%,33,,179,0,36%,1996,214
1353,J.J.Stokes,SF,-30,-22.40%,39,,206,0,46%,1996,249
1354,A.Harper,TB,-31,-21.40%,46,,240,1,41%,1996,289
1355,J.Ross,STL,-33,-27.90%,28,,125,0,54%,1996,160
1356,K.Stewart,PIT,-41,-25.30%,42,,202,3,40%,1996,293
1357,O.Ellison,SD,-41,-60.40%,11,,9,0,27%,1996,15
1358,A.Toomer,NYG,-50,-80.50%,10,,-14,0,10%,1996,12
1359,E.Mills,PIT,-50,-42.70%,21,,61,1,33%,1996,92
1360,J.T.Thomas,STL,-53,-44.00%,22,,60,0,32%,1996,46
1361,D.Howard,GB,-57,-43.70%,23,,66,0,57%,1996,95
1362,L.Dawsey,NYG,-65,-32.80%,43,,166,0,42%,1996,233
1363,J.Arnold,PIT,-69,-66.20%,17,,3,0,35%,1996,76
1364,A.Van Dyke,NYJ,-97,-42.20%,43,,124,1,40%,1996,118
1365,L.DeRamus,NO,-107,-46.60%,42,,98,1,36%,1996,182
1366,A.Freeman,GB,393,23.00%,137,,"1,478",12,59%,1997,"1,243"
1367,J.Reed,MIN,391,29.50%,117,,"1,328",6,58%,1997,"1,138"
