,Player,Team,DYAR,DVOA,Rushes,Yards,EfYds,TD,Suc_rate,Year,Yds
1945,B.Jacobs,NYG,115,15.80%,96,,630,9,,2006,424
1946,V.Morency,GB,53,4.50%,96,,420,2,,2006,434
1947,L.Neal,SD,49,16.00%,29,,256,1,,2006,140
1948,C.Buckhalter,PHI,43,4.40%,83,,379,2,,2006,345
1949,M.Bennett,KC,35,17.80%,36,,168,0,,2006,200
1950,K.Watson,CIN,34,33.70%,25,,145,1,,2006,138
1951,K.Faulk,NE,32,25.50%,24,,130,1,,2006,122
1952,M.Strong,SEA,31,15.20%,33,,174,1,,2006,149
1953,A.Pinner,MIN,31,6.70%,43,,216,3,,2006,190
1954,M.Moore,MIN,31,36.40%,24,,105,0,,2006,131
1955,M.Pittman,TB,28,8.80%,49,,213,1,,2006,242
1956,S.Davis,STL,21,4.20%,40,,171,0,,2006,177
1957,M.Anderson,BAL,17,2.20%,39,,179,1,,2006,183
1958,C.Taylor,HOU,16,6.90%,28,,125,1,,2006,123
1959,Z.Crockett,OAK,10,-4.90%,39,,184,0,,2006,158
1960,L.White,TEN,9,-3.00%,62,,230,0,,2006,244
1961,A.Cason,DET,5,-4.60%,24,,91,0,,2006,94
1962,B.Hoover,CAR,3,-5.50%,22,,109,1,,2006,73
1963,N.Herron,GB,2,-8.30%,37,,132,1,,2006,150
1964,R.Moats,PHI,-5,-11.30%,22,,76,0,,2006,69
1965,H.Evans,NE,-9,-14.40%,27,,108,0,,2006,117
1966,M.Smith,BAL,-9,-14.00%,36,,101,0,,2006,153
1967,R.Lee,OAK,-13,-23.60%,21,,62,2,,2006,72
1968,C.Brown,TEN,-17,-17.60%,41,,118,0,,2006,156
1969,S.Gado,GB,-19,-18.40%,56,,165,1,,2006,210
1970,T.Duckett,WAS,-20,-19.40%,38,,113,2,,2006,133
1971,A.Harris,DET,-21,-16.30%,49,,165,1,,2006,158
1972,M.Alstott,TB,-23,-13.40%,60,,272,3,,2006,171
1973,M.Hicks,SF,-24,-29.10%,29,,63,0,,2006,82
1974,J.Wright,CLE,-25,-18.90%,62,,169,0,,2006,189
1975,J.Harrison,CLE,-27,-47.50%,20,,16,0,,2006,60
1976,M.Robinson,SF,-40,-28.60%,37,,103,2,,2006,115
1977,S.Morris,MIA,-50,-21.10%,92,,264,1,,2006,403
1978,D.Blaylock,NYJ,-50,-63.50%,25,,-3,0,,2006,44
1979,N.Davenport,PIT,-79,-36.80%,59,,109,1,,2006,213
1980,B.Westbrook,PHI,339,20.10%,278,,"1,555",7,53%,2007,"1,333"
1981,L.Tomlinson,SD,285,13.80%,315,,"1,578",15,45%,2007,"1,474"
1982,B.Jacobs,NYG,230,18.10%,201,,"1,059",4,57%,2007,"1,017"
1983,A.Peterson,MIN,229,16.80%,238,,"1,158",12,45%,2007,"1,344"
1984,J.Addai,IND,221,12.00%,260,,"1,347",12,55%,2007,"1,071"
1985,M.Barber,DAL,221,18.80%,203,,"1,144",10,49%,2007,984
1986,L.Maroney,NE,201,16.60%,185,,999,6,58%,2007,835
1987,K.Watson,CIN,184,13.60%,178,,915,7,56%,2007,763
1988,E.Graham,TB,167,10.30%,221,,"1,108",10,50%,2007,901
1989,F.Taylor,JAC,164,10.50%,223,,"1,017",5,45%,2007,"1,225"
1990,R.Brown,MIA,160,21.30%,119,,704,4,51%,2007,602
1991,J.Lewis,CLE,149,2.40%,298,,"1,287",9,45%,2007,"1,304"
1992,J.Norwood,ATL,137,27.60%,101,,569,1,49%,2007,615
1993,F.Gore,SF,128,4.40%,260,,"1,080",5,42%,2007,"1,102"
1994,K.Keith,IND,125,15.20%,121,,691,3,58%,2007,533
1995,R.Grant,GB,124,10.90%,189,,910,8,47%,2007,954
1996,N.Davenport,PIT,119,16.20%,107,,630,5,52%,2007,500
1997,D.Ward,NYG,111,13.00%,125,,629,3,46%,2007,598
1998,D.Williams,CAR,106,13.80%,143,,619,4,41%,2007,716
1999,C.Brown,TEN,100,13.40%,102,,546,5,57%,2007,463
2000,C.Taylor,MIN,95,8.40%,157,,692,7,46%,2007,848
2001,S.Young,DEN,89,9.40%,140,,625,1,43%,2007,759
2002,M.Jones-Drew,JAC,85,3.70%,167,,804,9,46%,2007,770
2003,E.James,ARI,83,-1.10%,323,,"1,302",7,46%,2007,"1,230"
2004,J.Fargas,OAK,82,1.50%,222,,926,4,46%,2007,"1,009"
2005,M.Morris,SEA,63,1.30%,141,,622,4,51%,2007,629
2006,M.Lynch,BUF,59,-4.80%,280,,"1,077",7,45%,2007,"1,115"
2007,C.Portis,WAS,57,-3.40%,325,,"1,276",11,46%,2007,"1,252"
2008,A.Stecker,NO,55,5.00%,114,,548,5,50%,2007,444
2009,K.Jones,DET,52,-1.60%,153,,652,8,47%,2007,581
2010,T.Henry,DEN,42,-2.70%,167,,672,4,46%,2007,691
2011,R.Dayne,HOU,33,-4.20%,195,,809,6,48%,2007,771
2012,K.Smith,KC,25,-2.60%,112,,452,2,49%,2007,407
2013,W.McGahee,BAL,21,-7.60%,294,,"1,047",7,42%,2007,"1,207"
2014,J.Chatman,MIA,16,-7.00%,128,,483,1,41%,2007,515
2015,J.Jones,DAL,16,-6.50%,164,,558,2,37%,2007,603
2016,S.Jackson,STL,14,-7.00%,238,,862,5,43%,2007,"1,000"
2017,L.White,TEN,13,-5.70%,303,,"1,126",7,46%,2007,"1,115"
2018,T.Jones,NYJ,-3,-10.90%,310,,"1,082",1,43%,2007,"1,126"
2019,L.Jordan,OAK,-26,-13.10%,145,,468,3,37%,2007,549
2020,W.Parker,PIT,-34,-11.90%,320,,"1,005",2,42%,2007,"1,290"
2021,L.Johnson,KC,-38,-13.50%,158,,497,3,41%,2007,559
2022,A.Peterson,CHI,-43,-13.00%,151,,488,3,38%,2007,511
2023,C.Benson,CHI,-63,-16.00%,196,,585,4,40%,2007,676
2024,Sh.Alexander,SEA,-67,-17.00%,207,,614,4,38%,2007,716
2025,D.Foster,CAR,-71,-14.70%,247,,751,3,43%,2007,893
2026,R.Bush,NO,-72,-18.60%,157,,464,4,46%,2007,569
2027,R.Johnson,CIN,-75,-19.10%,170,,492,3,39%,2007,497
2028,W.Dunn,ATL,-116,-20.00%,227,,635,4,37%,2007,721
2029,S.Morris,NE,98,15.00%,85,,480,3,,2007,384
2030,P.Thomas,NO,89,34.60%,50,,322,1,,2007,251
2031,C.Buckhalter,PHI,84,21.80%,62,,361,4,,2007,313
2032,D.Dorsey,CIN,73,68.60%,21,,190,0,,2007,183
2033,K.Faulk,NE,68,14.70%,62,,327,0,,2007,265
2034,H.Evans,NE,60,20.30%,34,,252,3,,2007,121
2035,F.Jackson,BUF,60,19.60%,58,,298,0,,2007,300
2036,A.Bradshaw,NYG,59,50.80%,23,,182,1,,2007,190
2037,T.J.Duckett,DET,53,12.40%,65,,323,3,,2007,335
2038,D.Walker,HOU,47,11.30%,58,,282,1,,2007,264
2039,D.Wynn,GB,46,13.20%,50,,250,4,,2007,203
2040,J.Harrison,CLE,46,40.20%,23,,153,0,,2007,142
2041,J.Wright,CLE,42,5.70%,60,,286,1,,2007,277
2042,L.Weaver,SEA,40,16.30%,33,,207,1,,2007,146
2043,C.Williams,TB,38,11.30%,54,,273,3,,2007,208
2044,L.Booker,MIA,36,15.50%,28,,169,0,,2007,125
2045,A.Green,HOU,33,3.70%,70,,298,2,,2007,260
2046,L.Washington,NYJ,28,2.20%,71,,282,3,,2007,353
2047,M.Moore,MIN,24,33.10%,20,,96,0,,2007,114
2048,D.Rhodes,OAK,20,-1.20%,75,,308,1,,2007,302
2049,B.Leonard,STL,16,-4.90%,86,,305,0,,2007,303
2050,D.Sproles,SD,12,1.00%,37,,141,2,,2007,164
2051,R.Droughns,NYG,11,-6.70%,85,,410,6,,2007,274
2052,M.Sellers,WAS,11,-1.90%,26,,153,2,,2007,78
2053,T.Bell,DET,8,-5.70%,44,,167,1,,2007,182
2054,S.Gado,HOU,8,-7.60%,53,,206,4,,2007,150
2055,A.Hall,DEN,8,-3.70%,44,,167,2,,2007,213
2056,M.Bennett,KC,5,-3.70%,60,,225,1,,2007,237
2057,B.Jackson,GB,3,-8.70%,75,,264,1,,2007,267
2058,M.Pittman,TB,3,-4.80%,68,,231,0,,2007,286
2059,D.Wright,BUF,2,-5.80%,29,,115,0,,2007,94
2060,G.Jones,JAC,2,-5.50%,42,,169,2,,2007,119
2061,A.Pittman,STL,2,-8.00%,38,,127,0,,2007,139
2062,M.Hicks,SF,-1,-9.60%,21,,62,1,,2007,117
2063,V.Morency,GB,-2,-8.00%,29,,90,0,,2007,108
2064,C.Henry,TEN,-12,-13.30%,31,,92,2,,2007,119
2065,D.McAllister,NO,-12,-21.00%,24,,62,0,,2007,92
2066,A.Echemandu,HOU,-13,-22.60%,20,,53,0,,2007,85
2067,L.Betts,WAS,-13,-12.40%,92,,305,1,,2007,337
2068,K.Eckel,NE,-17,-20.00%,33,,102,2,,2007,90
2069,M.Robinson,SF,-20,-26.50%,26,,61,0,,2007,121
2070,P.Holmes,KC,-29,-26.00%,46,,101,0,,2007,137
2071,C.Dawson,IND,-30,-31.50%,30,,56,1,,2007,64
2072,A.Thomas,BUF,-30,-28.70%,36,,84,0,,2007,89
2073,M.Smith,BAL,-30,-19.50%,75,,197,2,,2007,264
2074,G.Wolfe,CHI,-34,-40.40%,31,,36,0,,2007,85
2075,J.J.Arrington,ARI,-36,-43.20%,26,,31,0,,2007,78
2076,M.Turner,SD,-52,-27.40%,71,,153,1,,2007,316
2077,D.Williams,CAR,350,24.90%,273,,"1,467",18,47%,2008,"1,515"
2078,B.Jacobs,NYG,271,19.40%,219,,"1,273",15,51%,2008,"1,090"
2079,D.Ward,NYG,249,23.80%,182,,"1,066",2,51%,2008,"1,027"
2080,C.Portis,WAS,245,8.80%,342,,"1,609",9,48%,2008,"1,487"
2081,T.Jones,NYJ,215,8.90%,290,,"1,409",13,54%,2008,"1,312"
2082,M.Turner,ATL,155,1.10%,376,,"1,632",17,48%,2008,"1,699"
2083,C.Johnson,TEN,154,7.00%,251,,"1,096",9,44%,2008,"1,228"
2084,S.Morris,NE,146,12.10%,156,,846,7,49%,2008,728
2085,P.Thomas,NO,142,14.00%,129,,773,9,62%,2008,625
2086,L.McClain,BAL,137,5.10%,232,,"1,087",10,51%,2008,907
2087,B.Westbrook,PHI,130,4.80%,232,,"1,046",9,48%,2008,942
2088,S.Slaton,HOU,124,2.20%,267,,"1,188",9,44%,2008,"1,281"
2089,M.Moore,PIT,119,11.00%,139,,714,5,52%,2008,580
2090,L.White,TEN,115,4.30%,200,,955,15,54%,2008,774
2091,R.Brown,MIA,100,2.20%,214,,960,10,49%,2008,916
2092,J.Stewart,CAR,99,4.60%,184,,807,10,45%,2008,838
2093,A.Peterson,MIN,83,-2.90%,363,,"1,394",10,46%,2008,"1,761"
2094,M.Jones-Drew,JAC,80,0.70%,197,,873,12,46%,2008,826
2095,F.Jackson,BUF,71,3.60%,130,,619,3,53%,2008,583
2096,D.McAllister,NO,69,6.00%,106,,516,5,59%,2008,418
2097,W.McGahee,BAL,68,1.30%,170,,702,7,46%,2008,671
2098,L.Tomlinson,SD,56,-4.00%,292,,"1,140",11,45%,2008,"1,110"
2099,K.Smith,DET,54,-3.00%,237,,926,8,44%,2008,979
2100,F.Gore,SF,48,-3.80%,240,,942,6,47%,2008,"1,038"
2101,M.Lynch,BUF,47,-4.10%,250,,970,8,46%,2008,"1,036"
2102,E.James,ARI,34,-2.20%,133,,516,3,44%,2008,515
2103,J.Addai,IND,33,-3.70%,155,,636,5,48%,2008,544
2104,S.Jackson,STL,30,-5.80%,252,,981,7,46%,2008,"1,042"
2105,M.Morris,SEA,27,-3.20%,132,,476,0,45%,2008,577
2106,W.Parker,PIT,25,-5.50%,209,,745,5,41%,2008,789
2107,W.Dunn,TB,21,-5.70%,186,,656,2,46%,2008,786
2108,C.Taylor,MIN,21,-3.40%,101,,374,4,43%,2008,399
2109,R.Rice,BAL,16,-4.70%,108,,373,0,42%,2008,462
2110,R.Williams,MIA,10,-7.00%,159,,573,4,48%,2008,654
2111,M.Barber,DAL,9,-7.70%,238,,893,7,41%,2008,885
2112,D.Rhodes,IND,3,-8.10%,152,,584,6,49%,2008,538
2113,J.Lewis,CLE,-5,-9.00%,279,,978,4,40%,2008,"1,002"
2114,D.McFadden,OAK,-9,-10.70%,111,,366,4,39%,2008,498
2115,R.Bush,NO,-13,-11.60%,106,,356,2,45%,2008,404
2116,M.Forte,CHI,-16,-9.80%,316,,"1,144",8,43%,2008,"1,239"
2117,E.Graham,TB,-17,-11.60%,132,,453,4,48%,2008,563
2118,J.Jones,SEA,-23,-12.50%,158,,476,2,39%,2008,697
2119,F.Taylor,JAC,-48,-17.00%,143,,412,1,41%,2008,556
2120,R.Grant,GB,-57,-13.00%,312,,"1,018",4,46%,2008,"1,204"
2121,C.Benson,CIN,-57,-15.20%,214,,653,2,40%,2008,747
2122,L.Johnson,KC,-66,-16.10%,193,,651,5,45%,2008,874
2123,T.Hightower,ARI,-100,-23.80%,142,,402,10,37%,2008,399
2124,J.Fargas,OAK,-104,-20.30%,219,,593,1,42%,2008,841
2125,C.Perry,CIN,-149,-41.80%,103,,144,2,29%,2008,267
2126,K.Faulk,NE,168,43.40%,83,,549,3,,2008,507
2127,T.Choice,DAL,146,29.10%,93,,569,2,,2008,471
2128,P.Hillis,DEN,143,38.20%,68,,494,5,,2008,343
2129,F.Jones,DAL,115,79.20%,30,,298,3,,2008,266
2130,L.Jordan,NE,103,19.60%,80,,482,4,,2008,363
2131,L.Washington,NYJ,82,19.60%,76,,385,6,,2008,448
2132,M.Pittman,DEN,79,12.00%,76,,459,4,,2008,320
2133,J.Harrison,CLE,75,49.60%,34,,232,1,,2008,246
2134,A.Green,HOU,68,11.00%,74,,410,3,,2008,294
2135,T.Bell,DEN,62,25.80%,44,,256,2,,2008,249
2136,B.Jackson,GB,57,22.80%,45,,250,1,,2008,248
2137,C.Buckhalter,PHI,57,7.60%,76,,397,2,,2008,369
2138,J.Charles,KC,55,12.20%,67,,317,0,,2008,361
2139,D.Sproles,SD,54,13.50%,61,,296,1,,2008,330
2140,B.Green-Ellis,NE,49,5.10%,73,,386,5,,2008,277
2141,J.Norwood,ATL,46,4.00%,95,,387,4,,2008,489
2142,T.J.Duckett,SEA,42,3.30%,62,,370,8,,2008,172
2143,J.J.Arrington,ARI,41,28.80%,30,,161,1,,2008,188
2144,R.Moats,HOU,36,29.20%,25,,142,1,,2008,92
2145,S.Young,DEN,34,6.60%,61,,248,1,,2008,303
2146,L.Polite,MIA,33,16.10%,23,,167,0,,2008,85
2147,A.Peterson,CHI,15,11.40%,20,,91,0,,2008,100
2148,A.Bradshaw,NYG,15,-3.10%,67,,262,1,,2008,356
2149,J.Wright,CLE,13,5.30%,23,,104,0,,2008,85
2150,G.Russell,PIT,7,-4.30%,28,,154,3,,2008,77
2151,M.Bush,OAK,7,-6.80%,95,,331,3,,2008,421
2152,K.Darby,STL,6,-4.60%,32,,130,0,,2008,140
2153,L.Betts,WAS,1,-8.30%,61,,245,1,,2008,206
2154,A.Pittman,STL,0,-8.50%,78,,285,0,,2008,290
2155,C.Williams,TB,-2,-9.20%,63,,241,4,,2008,233
2156,A.Hall,DEN,-2,-10.10%,35,,106,0,,2008,152
2157,L.Maroney,NE,-5,-12.40%,28,,96,0,,2008,93
2158,L.Weaver,SEA,-5,-12.20%,30,,100,0,,2008,130
2159,K.Eckel,PHI,-5,-13.00%,24,,87,0,,2008,79
2160,L.Booker,PHI,-12,-25.90%,20,,41,0,,2008,53
2161,K.Jones,CHI,-32,-32.10%,34,,64,0,,2008,109
2162,K.Smith,KC,-32,-28.90%,35,,85,1,,2008,100
2163,R.Johnson,DET,-40,-23.10%,76,,170,1,,2008,237
2164,D.Foster,SF,-89,-35.10%,76,,144,1,,2008,238
2165,C.Johnson,TEN,328,14.00%,358,,"1,764",14,45%,2009,"2,006"
2166,J.Charles,KC,233,19.30%,191,,"1,058",7,53%,2009,"1,117"
2167,R.Rice,BAL,227,12.90%,254,,"1,186",7,51%,2009,"1,348"
2168,R.Grant,GB,217,10.90%,282,,"1,375",12,49%,2009,"1,252"
2169,P.Thomas,NO,208,24.80%,147,,893,6,56%,2009,793
2170,J.Stewart,CAR,184,12.80%,221,,"1,094",10,50%,2009,"1,132"
2171,S.Jackson,STL,178,6.50%,324,,"1,395",4,45%,2009,"1,420"
2172,D.Williams,CAR,172,11.30%,216,,976,7,45%,2009,"1,118"
2173,R.Williams,MIA,168,7.10%,241,,"1,132",11,55%,2009,"1,121"
2174,A.Peterson,MIN,150,1.80%,314,,"1,434",18,46%,2009,"1,379"
2175,M.Barber,DAL,147,7.20%,213,,"1,075",7,53%,2009,930
2176,M.Jones-Drew,JAC,147,2.00%,312,,"1,422",15,49%,2009,"1,391"
2177,J.Addai,IND,139,5.60%,219,,"1,015",10,53%,2009,831
2178,M.Turner,ATL,132,9.10%,178,,836,10,49%,2009,875
2179,C.Benson,CIN,128,2.30%,301,,"1,270",6,44%,2009,"1,253"
2180,A.Bradshaw,NYG,127,8.50%,163,,803,7,52%,2009,778
2181,W.McGahee,BAL,127,18.00%,109,,597,12,55%,2009,544
2182,R.Brown,MIA,126,12.80%,147,,760,8,51%,2009,648
2183,J.Forsett,SEA,106,17.00%,114,,579,4,46%,2009,619
2184,F.Jones,DAL,101,14.90%,116,,558,3,46%,2009,685
2185,F.Gore,SF,97,2.90%,228,,942,10,42%,2009,"1,121"
2186,F.Jackson,BUF,88,1.50%,237,,967,3,48%,2009,"1,067"
2187,T.Jones,NYJ,83,-2.60%,331,,"1,324",14,44%,2009,"1,402"
2188,C.Buckhalter,DEN,72,4.70%,120,,544,1,58%,2009,642
2189,J.Snelling,ATL,62,0.50%,142,,663,4,46%,2009,613
2190,L.Maroney,NE,61,-0.60%,194,,853,9,52%,2009,757
2191,S.Greene,NYJ,61,4.00%,108,,453,2,48%,2009,542
2192,J.Harrison,CLE,53,-1.10%,194,,747,5,48%,2009,869
2193,R.Mendenhall,PIT,52,-3.20%,242,,989,7,46%,2009,"1,108"
2194,M.Bush,OAK,46,1.00%,123,,499,3,47%,2009,591
2195,C.Wells,ARI,45,-0.60%,178,,751,7,53%,2009,784
2196,C.Williams,TB,37,-4.40%,210,,774,5,38%,2009,821
2197,K.Moreno,DEN,34,-6.60%,247,,984,7,50%,2009,947
2198,M.Bell,NO,34,-4.90%,172,,693,5,54%,2009,654
2199,R.Moats,HOU,33,-0.60%,101,,438,4,57%,2009,390
2200,J.Jones,SEA,17,-5.20%,177,,675,2,44%,2009,663
2201,L.McCoy,PHI,13,-6.40%,155,,565,4,46%,2009,637
2202,T.Hightower,ARI,1,-9.50%,143,,519,8,44%,2009,592
2203,B.Jacobs,NYG,-5,-9.50%,224,,816,5,45%,2009,838
2204,J.Fargas,OAK,-7,-9.40%,129,,445,4,38%,2009,491
2205,L.Tomlinson,SD,-21,-11.90%,223,,776,12,43%,2009,733
2206,J.Lewis,CLE,-22,-12.70%,142,,444,0,38%,2009,499
2207,K.Smith,DET,-36,-12.40%,217,,706,4,44%,2009,750
2208,D.Ward,TB,-56,-20.80%,114,,299,1,36%,2009,409
2209,M.Lynch,BUF,-57,-18.80%,120,,316,2,38%,2009,450
2210,C.Portis,WAS,-62,-18.70%,124,,344,2,40%,2009,494
2211,L.Johnson,2TM,-82,-21.60%,178,,445,0,38%,2009,581
2212,D.McFadden,OAK,-91,-32.70%,104,,185,1,38%,2009,366
2213,M.Forte,CHI,-98,-17.00%,258,,790,4,42%,2009,929
2214,S.Slaton,HOU,-122,-32.90%,131,,242,3,35%,2009,448
2215,J.Cribbs,CLE,124,47.70%,56,,418,1,,2009,383
2216,K.Faulk,NE,106,35.60%,62,,381,2,,2009,335
2217,R.Bush,NO,97,29.20%,70,,385,5,,2009,396
2218,T.Choice,DAL,93,24.60%,64,,387,3,,2009,349
2219,L.Weaver,PHI,93,22.60%,70,,413,2,,2009,323
2220,F.Taylor,NE,87,22.50%,63,,375,4,,2009,269
2221,A.Foster,HOU,71,22.40%,54,,315,3,,2009,257
2222,L.McClain,BAL,56,13.10%,46,,334,2,,2009,180
2223,M.Tolbert,SD,48,32.50%,25,,188,1,,2009,148
2224,G.Wolfe,CHI,40,37.40%,22,,142,1,,2009,120
2225,K.Bell,CHI,37,17.60%,40,,209,0,,2009,220
2226,B.Westbrook,PHI,36,5.80%,61,,282,1,,2009,274
2227,K.Darby,STL,31,25.60%,26,,138,0,,2009,153
2228,R.Jennings,JAC,30,8.60%,39,,205,1,,2009,202
2229,L.Polite,MIA,26,6.60%,37,,236,0,,2009,123
2230,A.Green,GB,22,2.70%,41,,181,1,,2009,160
2231,A.Brown,DET,21,16.00%,27,,113,0,,2009,131
2232,L.White,TEN,15,-2.30%,64,,264,2,,2009,222
2233,L.Hilliard,MIA,13,-2.30%,23,,97,1,,2009,89
2234,L.Betts,WAS,7,-4.30%,56,,212,2,,2009,210
2235,L.Hamilton,NO,6,-3.20%,35,,179,2,,2009,125
2236,Q.Ganther,WAS,4,-7.40%,62,,241,3,,2009,201
2237,B.Green-Ellis,NE,2,-2.50%,26,,105,0,,2009,114
2238,M.Morris,DET,-3,-7.00%,93,,329,2,,2009,386
2239,S.Morris,NE,-3,-7.70%,73,,298,2,,2009,319
2240,C.Jennings,CLE,-5,-10.00%,63,,224,1,,2009,220
2241,B.Hoover,CAR,-5,-12.10%,20,,76,1,,2009,52
2242,D.Brown,IND,-7,-14.30%,78,,248,3,,2009,281
2243,B.Scott,CIN,-9,-10.10%,74,,243,0,,2009,321
2244,B.Jackson,GB,-11,-16.20%,37,,102,2,,2009,112
2245,M.Mason,WAS,-13,-16.90%,32,,94,0,,2009,127
2246,M.Hart,IND,-14,-18.80%,26,,78,1,,2009,70
2247,B.Leonard,CIN,-14,-24.50%,27,,76,0,,2009,84
2248,J.Norwood,ATL,-15,-12.30%,76,,235,0,,2009,252
2249,L.Jordan,DEN,-15,-24.50%,25,,67,0,,2009,86
2250,C.Brown,HOU,-16,-10.30%,79,,298,3,,2009,267
2251,L.Washington,NYJ,-16,-16.80%,72,,176,0,,2009,331
2252,D.Sproles,SD,-19,-15.30%,93,,289,3,,2009,343
2253,M.Moore,PIT,-24,-27.20%,35,,80,0,,2009,118
2254,M.Bennett,SD,-29,-36.40%,23,,40,0,,2009,65
2255,J.Hester,SD,-33,-38.00%,21,,43,0,,2009,74
2256,R.Cartwright,WAS,-34,-20.20%,64,,191,0,,2009,228
2257,E.James,SEA,-40,-32.60%,46,,90,0,,2009,125
2258,W.Parker,PIT,-41,-17.60%,98,,298,0,,2009,387
2259,M.Goodson,CAR,-60,-77.50%,22,,-22,0,,2009,50
2260,C.Taylor,MIN,-83,-31.50%,94,,174,1,,2009,338
2261,G.Coffee,SF,-89,-36.90%,83,,129,1,,2009,226
2262,J.Charles,KC,382,32.90%,231,,"1,403",5,56%,2010,"1,466"
2263,A.Foster,HOU,372,18.00%,325,,"1,832",16,52%,2010,"1,617"
2264,B.Green-Ellis,NE,335,26.70%,229,,"1,451",13,57%,2010,"1,008"
2265,L.McCoy,PHI,227,17.50%,207,,"1,083",7,49%,2010,"1,080"
2266,M.Jones-Drew,JAC,223,9.30%,300,,"1,517",5,51%,2010,"1,324"
2267,A.Peterson,MIN,217,10.70%,284,,"1,401",12,45%,2010,"1,295"
2268,B.Jacobs,NYG,183,18.80%,148,,835,9,54%,2010,824
2269,P.Hillis,CLE,151,5.00%,270,,"1,211",11,53%,2010,"1,178"
2270,C.Ivory,NO,139,13.10%,137,,753,5,59%,2010,717
2271,F.Jones,DAL,115,7.60%,184,,828,1,50%,2010,790
2272,S.Greene,NYJ,115,7.30%,185,,843,2,55%,2010,767
2273,A.Bradshaw,NYG,110,2.20%,275,,"1,137",8,46%,2010,"1,243"
2274,L.Blount,TB,109,3.90%,201,,837,6,45%,2010,"1,007"
2275,M.Bush,OAK,108,6.40%,157,,740,8,45%,2010,631
2276,L.Tomlinson,NYJ,107,3.10%,220,,945,6,44%,2010,908
2277,D.McFadden,OAK,105,3.40%,223,,902,7,42%,2010,"1,150"
2278,R.Rice,BAL,97,0.40%,307,,"1,234",5,46%,2010,"1,220"
2279,M.Turner,ATL,96,-1.30%,334,,"1,419",12,46%,2010,"1,371"
2280,J.Addai,IND,91,8.80%,116,,576,4,54%,2010,495
2281,M.Forte,CHI,88,0.00%,236,,952,6,41%,2010,"1,060"
2282,F.Jackson,BUF,78,-0.40%,222,,915,5,47%,2010,929
2283,R.Mendenhall,PIT,71,-3.00%,324,,"1,281",13,44%,2010,"1,279"
2284,R.Mathews,SD,61,1.20%,158,,626,7,46%,2010,678
2285,T.Hightower,ARI,49,-1.40%,153,,582,5,42%,2010,747
2286,M.Tolbert,SD,46,-2.00%,181,,769,11,51%,2010,725
2287,K.Moreno,DEN,34,-4.60%,183,,709,5,43%,2010,777
2288,R.Williams,MIA,32,-3.10%,159,,593,2,53%,2010,673
2289,R.Brown,MIA,20,-4.60%,200,,766,5,43%,2010,735
2290,D.Brown,IND,19,-4.80%,129,,513,2,44%,2010,497
2291,C.Johnson,TEN,18,-7.50%,316,,"1,095",11,39%,2010,"1,365"
2292,J.Forsett,SEA,7,-7.20%,118,,434,2,38%,2010,523
2293,W.McGahee,BAL,6,-6.60%,100,,389,5,49%,2010,382
2294,F.Gore,SF,-3,-9.30%,203,,705,3,48%,2010,853
2295,R.Torain,WAS,-6,-5.90%,164,,595,4,44%,2010,742
2296,B.Jackson,GB,-8,-10.30%,190,,636,3,43%,2010,703
2297,M.Barber,DAL,-15,-11.20%,113,,444,4,48%,2010,374
2298,J.Stewart,CAR,-18,-12.20%,178,,542,2,36%,2010,769
2299,M.Goodson,CAR,-22,-15.30%,103,,289,3,38%,2010,437
2300,C.Wells,ARI,-23,-13.80%,116,,370,2,45%,2010,397
2301,S.Jackson,STL,-45,-12.50%,330,,"1,066",6,40%,2010,"1,241"
2302,M.Lynch,BUF,-51,-14.30%,201,,659,6,44%,2010,737
2303,C.Williams,TB,-65,-22.40%,125,,321,2,36%,2010,437
2304,C.Benson,CIN,-67,-12.50%,321,,"1,084",7,45%,2010,"1,121"
2305,J.Best,DET,-77,-18.60%,171,,457,4,37%,2010,557
2306,T.Jones,KC,-90,-17.50%,246,,749,6,43%,2010,903
2307,C.Taylor,CHI,-115,-31.20%,112,,234,3,36%,2010,267
2308,D.Woodhead,NE,190,40.40%,97,,613,5,,2010,547
2309,R.Jennings,JAC,140,29.50%,84,,531,4,,2010,459
2310,D.Ward,HOU,107,40.60%,51,,391,4,,2010,312
2311,B.Westbrook,SF,79,16.30%,76,,371,4,,2010,337
2312,B.Smith,NYJ,76,43.20%,38,,241,1,,2010,299
2313,B.Scott,CIN,69,17.60%,61,,342,1,,2010,299
2314,J.Kuhn,GB,55,3.20%,84,,462,4,,2010,279
2315,K.Williams,WAS,52,12.70%,65,,318,3,,2010,261
2316,C.Portis,WAS,46,6.70%,54,,246,2,,2010,227
2317,M.Morris,DET,45,4.90%,90,,418,5,,2010,336
2318,L.Polite,MIA,39,17.60%,26,,194,1,,2010,62
2319,P.Thomas,NO,36,0.60%,82,,367,2,,2010,269
2320,J.McKnight,NYJ,30,11.50%,39,,185,0,,2010,189
2321,J.James,IND,27,4.40%,46,,224,6,,2010,112
2322,J.Snelling,ATL,26,-3.80%,87,,345,2,,2010,325
2323,I.Redman,PIT,25,1.70%,53,,283,0,,2010,241
2324,L.McClain,BAL,24,3.40%,28,,197,0,,2010,85
2325,L.Stephens-Howling,ARI,17,8.90%,24,,122,1,,2010,118
2326,J.Ringer,TEN,17,1.70%,51,,189,2,,2010,239
2327,T.Gerhart,MIN,15,-3.30%,81,,296,1,,2010,322
