,Player,College,Height,Weight,Hand_size,Arm_length,40_time,Bench,Vert,Broad,Shuttle,Year
67,1990,Kurt Zuimulder,North Dakota,8.50,,27.5,104,4.40,4.40,4.40,4.40,1990
68,1991,Corwin Anthony,UCLA,9.88,,33.0,117,4.76,4.76,4.76,4.76,1991
69,1991,Scott Asman,West Chester (PA),9.50,,27.0,112,4.35,4.35,4.35,4.35,1991
70,1991,Randy Austin,UCLA,9.50,,31.0,113,4.59,4.59,4.59,4.59,1991
71,1991,Tim Bruton,Missouri,10.00,,,,9.99,9.99,9.99,9.99,1991
72,1991,Keith Cash,Texas,9.50,,33.0,118,4.52,4.52,4.52,4.52,1991
73,1991,Kerry Cash,Texas,9.50,,34.0,119,4.34,4.34,4.34,4.34,1991
74,1991,Ben Coates,Livingstone (NC),10.00,,28.0,109,4.56,4.56,4.56,4.56,1991
75,1991,Adrian Cooper,Oklahoma,9.63,,31.5,110,4.67,4.67,4.67,4.67,1991
76,1991,Jerry Evans,Toledo,9.63,,28.0,99,4.46,4.46,4.46,4.46,1991
77,1991,Andrew Glover,Grambling State (LA),9.88,,32.0,116,4.27,4.27,4.27,4.27,1991
78,1991,Frank Griffin,Southern California,9.63,,28.0,101,4.73,4.73,4.73,4.73,1991
79,1991,Frank Hartley,Illinois,10.63,,,,9.99,9.99,9.99,9.99,1991
80,1991,Eric Ihnat,Marshall (WV),9.63,,30.5,110,4.53,4.53,4.53,4.53,1991
81,1991,Rodney Jackson,Kentucky,10.00,,,,9.99,9.99,9.99,9.99,1991
82,1991,James Jenkins,Rutgers,10.50,,,,9.99,9.99,9.99,9.99,1991
83,1991,Reggie Johnson,Florida State,10.50,,34.5,117,9.99,9.99,9.99,9.99,1991
84,1991,David Jones,Delaware State,10.38,,36.5,121,4.44,4.44,4.44,4.44,1991
85,1991,Kirk Kirkpatrick,Florida,9.25,,29.5,107,4.35,4.35,4.35,4.35,1991
86,1991,Bruce Mcgonnigal,Virginia,9.88,,,,9.99,9.99,9.99,9.99,1991
87,1991,Dennis Ransom,Texas A&M,9.88,,30.5,111,4.56,4.56,4.56,4.56,1991
88,1991,Lamonde Russell,Alabama,10.13,,36.0,121,3.99,3.99,3.99,3.99,1991
89,1991,Chris Smith,Brigham Young,9.75,,26.5,101,4.34,4.34,4.34,4.34,1991
90,1991,Matt Swinson,Maine,9.75,,,106,9.99,9.99,9.99,9.99,1991
91,1991,Lionel Sykes,Pittsburgh,9.75,,28.0,102,4.49,4.49,4.49,4.49,1991
92,1991,Franklin Thomas,Grambling State (LA),10.13,,31.0,106,4.77,4.77,4.77,4.77,1991
93,1991,Frank Wainright,Northern Colorado,10.00,,31.5,112,4.30,4.30,4.30,4.30,1991
94,1991,Duane Young,Michigan State,10.25,,24.5,99,4.88,4.88,4.88,4.88,1991
95,1992,Tyji Armstrong,Mississippi,7.88,,29.5,107,4.54,4.54,4.54,4.54,1992
96,1992,Turner Baur,Stanford,9.88,,30.5,111,4.30,4.30,4.30,4.30,1992
97,1992,Kelly Blackwell,Texas Christian,10.00,,30.5,108,4.73,4.73,4.73,4.73,1992
98,1992,Derek Brown,Notre Dame,10.50,,31.0,114,4.36,4.36,4.36,4.36,1992
99,1992,Russ Campbell,Kansas State,9.38,,29.5,107,4.34,4.34,4.34,4.34,1992
100,1992,Mark Chmura,Boston College,8.50,,30.5,105,4.16,4.16,4.16,4.16,1992
101,1992,Rod Coleman,Indiana,8.38,,29.5,104,9.99,9.99,9.99,9.99,1992
102,1992,Mark Dawkins,Army,10.25,,28.5,108,4.46,4.46,4.46,4.46,1992
103,1992,Andrew Dees,Syracuse,9.00,,25.0,106,4.66,4.66,4.66,4.66,1992
104,1992,George Deveney,Temple,9.13,,27.5,106,4.63,4.63,4.63,4.63,1992
105,1992,Reggie Dwight,Troy (AL),9.25,,31.0,112,4.47,4.47,4.47,4.47,1992
106,1992,Jeff Ellis,Ohio State,10.25,,28.5,103,4.36,4.36,4.36,4.36,1992
107,1992,Patt Evans,Minnesota,9.88,,27.0,100,4.74,4.74,4.74,4.74,1992
108,1992,Luke Fisher,East Carolina (NC),10.00,,,,9.99,9.99,9.99,9.99,1992
109,1992,Victor Hall,Auburn,10.00,,,,9.99,9.99,9.99,9.99,1992
110,1992,Todd Harrison,North Carolina State,9.63,,24.0,109,4.63,4.63,4.63,4.63,1992
111,1992,Harold Heath,Jackson State (MS),10.25,,26.5,108,4.78,4.78,4.78,4.78,1992
112,1992,Thomas Lafferty,UMass Lowell,9.13,,24.5,103,4.89,4.89,4.89,4.89,1992
113,1992,Tony Lenseigne,Eastern Washington,8.88,,31.5,115,4.32,4.32,4.32,4.32,1992
114,1992,Vince Marrow,Toledo,8.88,,32.0,112,4.66,4.66,4.66,4.66,1992
115,1992,Deems May,North Carolina,10.25,,28.5,108,4.30,4.30,4.30,4.30,1992
116,1992,Johnny Mitchell,Nebraska,9.13,,34.0,112,4.25,4.25,4.25,4.25,1992
117,1992,Robert Mitchell,Grand Valley State (MI),9.25,,26.5,108,4.28,4.28,4.28,4.28,1992
118,1992,Dave Moore,Pittsburgh,9.75,,27.0,103,4.39,4.39,4.39,4.39,1992
119,1992,Aaron Pierce,Washington,9.13,,35.5,115,4.44,4.44,4.44,4.44,1992
120,1992,Alfred Pupunu,Weber State (UT),10.13,,32.5,115,4.47,4.47,4.47,4.47,1992
121,1992,Eric Seamon,Pittsburgh,10.13,,24.0,102,4.70,4.70,4.70,4.70,1992
122,1992,Kevin Smith,UCLA,8.88,,32.0,113,4.44,4.44,4.44,4.44,1992
123,1992,Robert Taylor,Mississippi College,9.38,,29.0,105,5.09,5.09,5.09,5.09,1992
124,1992,Jeff Thomason,Oregon,9.63,,32.0,111,4.41,4.41,4.41,4.41,1992
125,1992,Craig Thompson,North Carolina A&T,9.38,,26.5,98,4.79,4.79,4.79,4.79,1992
126,1992,Todd Walker,Indiana,9.88,,28.5,100,4.62,4.62,4.62,4.62,1992
127,1992,Derek Ware,Central Oklahoma,9.50,,34.5,117,4.24,4.24,4.24,4.24,1992
128,1992,Fred Washington,Mississippi Valley State,9.00,,,,9.99,9.99,9.99,9.99,1992
129,1992,Chris Welch,Gardner-Webb (NC),9.13,,28.5,107,4.79,4.79,4.79,4.79,1992
130,1993,Fred Baxter,Auburn,9.50,,29.5,109,4.49,4.49,4.49,4.49,1993
131,1993,Coleman Bell,Miami (FL),8.88,,30.0,109,4.52,4.52,4.52,4.52,1993
132,1993,Don Chaney,South Carolina,9.00,,33.0,117,4.24,4.24,4.24,4.24,1993
133,1993,Rob Coons,Pittsburgh,10.00,,29.0,119,4.34,4.34,4.34,4.34,1993
134,1993,Alan Cross,Iowa,9.13,,30.0,109,4.47,4.47,4.47,4.47,1993
135,1993,Steve Dark,Middle Tennessee State,9.38,,34.0,118,4.21,4.21,4.21,4.21,1993
136,1993,Troy Drayton,Penn State,10.25,,31.5,108,4.36,4.36,4.36,4.36,1993
137,1993,David Frisch,Colorado State,10.50,,31.0,122,4.56,4.56,4.56,4.56,1993
138,1993,Chris Gedney,Syracuse,9.38,,30.5,110,4.39,4.39,4.39,4.39,1993
139,1993,Mitch Lyons,Michigan State,10.63,,26.0,103,4.56,4.56,4.56,4.56,1993
140,1993,Tony Mcgee,Michigan,10.63,,33.5,120,4.20,4.20,4.20,4.20,1993
141,1993,Joey Mickey,Oklahoma,10.25,,,,9.99,9.99,9.99,9.99,1993
142,1993,Irv Smith,Notre Dame,9.50,,31.5,118,4.46,4.46,4.46,4.46,1993
143,1993,Darren Stohlmann,Wayne State (NE),8.88,,35.5,122,4.02,4.02,4.02,4.02,1993
144,1993,Marty Thompson,Frenso State (CA),10.38,,29.0,112,9.99,9.99,9.99,9.99,1993
145,1993,Clarence Williams,Washington State,9.50,,35.0,114,4.34,4.34,4.34,4.34,1993
146,1994,Bradford Banta,Southern California,9.25,,30.0,107,4.53,4.53,4.53,4.53,1994
147,1994,Harold Bishop,Louisiana State,9.63,,33.0,113,4.59,4.59,4.59,4.59,1994
148,1994,Rickey Brady,Oklahoma,10.38,,34.0,115,4.39,4.39,4.39,4.39,1994
149,1994,John Burke,Virginia Tech,9.25,,26.5,105,4.59,4.59,4.59,4.59,1994
150,1994,Brett Carolan,Washington State,9.50,,,,9.99,9.99,9.99,9.99,1994
151,1994,Dwayne Carswell,Liberty (VA),9.38,,26.5,102,4.50,4.50,4.50,4.50,1994
152,1994,Dwayne Chandler,Kansas,9.38,,28.5,119,9.99,9.99,9.99,9.99,1994
153,1994,Carlester Crumpler,East Carolina (NC),10.13,,,,9.99,9.99,9.99,9.99,1994
154,1994,Tracy Greene,Grambling State (LA),10.00,,22.5,105,4.87,4.87,4.87,4.87,1994
155,1994,Ross Hales,Indiana,10.00,,28.5,117,4.50,4.50,4.50,4.50,1994
156,1994,Kurt Haws,Utah,10.50,,31.5,113,4.37,4.37,4.37,4.37,1994
157,1994,Lonnie Johnson,Florida State,10.13,,35.0,114,4.41,4.41,4.41,4.41,1994
158,1994,Andrew Jordan,Western Carolina,9.63,,28.0,106,4.69,4.69,4.69,4.69,1994
159,1994,Aaron Laing,New Mexico State,9.25,,30.5,112,4.55,4.55,4.55,4.55,1994
160,1994,Roderick Lewis,Arizona,10.25,,33.5,119,4.56,4.56,4.56,4.56,1994
161,1994,Shannon Mitchell,Georgia,9.88,,28.0,101,4.43,4.43,4.43,4.43,1994
162,1994,Aaron Mundy,Virginia,9.75,,30.5,115,4.63,4.63,4.63,4.63,1994
163,1994,Walter Rasby,Wake Forest,9.13,,32.5,118,4.62,4.62,4.62,4.62,1994
164,1994,Willie Stubbins,Texas Southern,10.38,,28.5,109,5.12,5.12,5.12,5.12,1994
165,1994,Aubrey Thompson,Utah State,9.13,,27.5,114,4.58,4.58,4.58,4.58,1994
166,1995,Eric Alford,Nebraska,9.50,,,,,,,,1995
167,1995,Jamie Asher,Louisville,10.00,,31.5,113,4.16,4.16,4.16,4.16,1995
168,1995,Eric Bjornson,Washington,9.63,,,,9.99,9.99,9.99,9.99,1995
169,1995,Kyle Brady,Penn State,9.50,,35.0,120,4.21,4.21,4.21,4.21,1995
170,1995,Mark Bruener,Washington,9.75,,34.0,116,4.19,4.19,4.19,4.19,1995
171,1995,Jeremy Burkett,Colorado State,8.25,,33.5,112,4.21,4.21,4.21,4.21,1995
172,1995,Byron Chamberlain,Wayne State (NE),9.50,,33.5,110,4.18,4.18,4.18,4.18,1995
173,1995,Tony Cline,Stanford,10.13,,36.5,121,4.25,4.25,4.25,4.25,1995
174,1995,Tyrone Davis,Virginia,9.00,,,,9.99,9.99,9.99,9.99,1995
175,1995,Greg Delong,North Carolina,9.88,,26.0,98,4.41,4.41,4.41,4.41,1995
176,1995,Ken Dilger,Illinois,10.13,,33.5,112,4.19,4.19,4.19,4.19,1995
177,1995,Christian Fauria,Colorado,10.00,,,,9.99,9.99,9.99,9.99,1995
178,1995,Lamont Frazier,Missouri,9.63,,29.0,102,4.66,4.66,4.66,4.66,1995
179,1995,Kevin Hickman,Navy,9.00,,,,9.99,9.99,9.99,9.99,1995
180,1995,Marcus Hinton,Alcorn State (MS),9.50,,29.0,94,4.68,4.68,4.68,4.68,1995
181,1995,Oscar Mcbride,Notre Dame,10.25,,29.5,104,4.54,4.54,4.54,4.54,1995
182,1995,James Mckeehan,Texas A&M,9.75,,29.0,107,4.31,4.31,4.31,4.31,1995
183,1995,Pete Mitchell,Boston College,10.00,,29.0,112,4.19,4.19,4.19,4.19,1995
184,1995,Joe Planansky,Chadron State (NE),9.38,,31.0,116,4.28,4.28,4.28,4.28,1995
185,1995,Andre President,Angelo State (TX),9.38,,28.5,103,4.45,4.45,4.45,4.45,1995
186,1995,David Sloan,New Mexico,10.63,,31.0,115,4.29,4.29,4.29,4.29,1995
187,1995,Kendall Watkins,Mississippi State,10.13,,25.5,98,4.82,4.82,4.82,4.82,1995
188,1996,Marco Battaglia,Rutgers,9.63,,33.5,110,4.17,4.17,4.17,4.17,1996
189,1996,Jamara Bell,Clinch Valley (VA),10.00,,29.0,112,4.71,4.71,4.71,4.71,1996
190,1996,Rickey Dudley,Ohio State,10.13,,,,9.99,9.99,9.99,9.99,1996
191,1996,Jason Dunn,Eastern Kentucky,9.63,,40.0,127,4.25,4.25,4.25,4.25,1996
192,1996,Andy Fuller,Auburn,9.75,,28.5,105,4.71,4.71,4.71,4.71,1996
193,1996,Jarius Hayes,North Alabama,10.00,,35.0,,9.99,9.99,9.99,9.99,1996
194,1996,Tony Johnson,Alabama,9.88,,27.5,108,4.46,4.46,4.46,4.46,1996
195,1996,Johnny Mcwilliams,Southern California,9.75,,34.5,112,4.24,4.24,4.24,4.24,1996
196,1996,Bobby Neely,Virginia,11.00,,30.0,109,4.39,4.39,4.39,4.39,1996
197,1996,Lovett Purnell,West Virginia,9.63,,29.0,,4.31,4.31,4.31,4.31,1996
198,1996,Jay Riemersma,Michigan,10.00,,,,9.99,9.99,9.99,9.99,1996
199,1996,Brian Roche,San Jose State,10.25,,28.0,,4.15,4.15,4.15,4.15,1996
200,1996,Scott Slutzker,Iowa,10.25,,27.5,110,9.99,9.99,9.99,9.99,1996
201,1997,John Allred,Southern California,10.00,,32.0,112,4.32,4.32,4.32,4.32,1997
202,1997,Pete Chryplewicz,Notre Dame,10.00,,30.5,111,4.32,4.32,4.32,4.32,1997
203,1997,Greg Clark,Stanford,10.13,,31.0,115,4.12,4.12,4.12,4.12,1997
204,1997,Pat Fitzgerald,Texas,9.25,,29.5,107,4.25,4.25,4.25,4.25,1997
205,1997,Tony Gonzalez,California,9.38,,33.5,116,4.06,4.06,4.06,4.06,1997
206,1997,Patrick Hape,Alabama,9.25,,33.0,112,4.15,4.15,4.15,4.15,1997
207,1997,Mitch Jacoby,Northern Illinois,10.50,,32.5,112,4.50,4.50,4.50,4.50,1997
208,1997,Bryan Jennings,Virginia Tech,9.63,,29.5,107,4.54,4.54,4.54,4.54,1997
209,1997,Damon Jones,Southern Illinois,10.13,,33.5,116,4.44,4.44,4.44,4.44,1997
210,1997,Freddie Jones,North Carolina,9.75,,,,9.99,9.99,9.99,9.99,1997
211,1997,David Lafleur,Louisiana State,11.50,,30.5,112,9.99,9.99,9.99,9.99,1997
212,1997,Ronald Leshinski,Army,10.50,,31.5,108,4.29,4.29,4.29,4.29,1997
213,1997,Chad Lewis,Brigham Young,9.50,,31.0,119,4.47,4.47,4.47,4.47,1997
214,1997,Kris Mangum,Mississippi,9.50,,32.0,112,4.29,4.29,4.29,4.29,1997
215,1997,Itula Mili,Brigham Young,9.63,,,,9.99,9.99,9.99,9.99,1997
216,1997,Ed Perry,James Madison (VA),10.00,,33.5,118,4.07,4.07,4.07,4.07,1997
217,1997,O J Santiago,Kent State (OH),10.25,,38.5,125,4.38,4.38,4.38,4.38,1997
218,1997,Nicky Savoie,Louisiana State,9.75,,29.5,112,4.10,4.10,4.10,4.10,1997
219,1997,Josh Wilcox,Oregon,9.50,,30.5,108,4.54,4.54,4.54,4.54,1997
220,1998,Stephen Alexander,Oklahoma,9.50,,35.5,122,4.09,4.09,4.09,4.09,1998
221,1998,Jon Blackman,Purdue,10.13,,30.5,112,4.39,4.39,4.39,4.39,1998
222,1998,Josh Bradley,Louisiana Tech,9.88,,26.5,94,4.45,4.45,4.45,4.45,1998
223,1998,Jeremy Brigham,Washington,9.75,,30.5,109,4.25,4.25,4.25,4.25,1998
224,1998,Mike Brown,Texas Christian,10.13,,29.0,111,4.32,4.32,4.32,4.32,1998
225,1998,Cameron Cleeland,Washington,10.88,,33.5,107,4.15,4.15,4.15,4.15,1998
226,1998,Chris Conrad,Frenso State (CA),10.63,,24.5,92,4.71,4.71,4.71,4.71,1998
227,1998,Chris Fontenot,McNeese State (LA),9.88,,36.0,123,4.56,4.56,4.56,4.56,1998
228,1998,Lamont Hall,Clemson,9.88,,28.5,111,4.46,4.46,4.46,4.46,1998
229,1998,Josh Keur,Michigan State,10.13,,,,9.99,9.99,9.99,9.99,1998
230,1998,Alonzo Mayes,Oklahoma State,9.13,,,,9.99,9.99,9.99,9.99,1998
231,1998,Rodrick Rutledge,Alabama,10.88,,,,9.99,9.99,9.99,9.99,1998
232,1998,Blake Spence,Oregon,9.75,,28.0,106,4.35,4.35,4.35,4.35,1998
233,1998,Mark Thomas,North Carolina State,9.63,,34.0,109,4.47,4.47,4.47,4.47,1998
234,1998,Roland Williams,Syracuse,10.00,,36.5,120,4.21,4.21,4.21,4.21,1998
235,1999,Cuncho Brown,Penn State,,,31.5,110,4.44,4.44,4.44,4.44,1999
236,1999,Larry Brown,Georgia,7.88,,34.0,113,4.50,4.50,4.50,4.50,1999
237,1999,Dan Campbell,Texas A&M,9.25,,36.0,112,4.07,4.07,4.07,4.07,1999
238,1999,Desmond Clark,Wake Forest,9.88,,31.0,112,4.35,4.35,4.35,4.35,1999
239,1999,Alphonso Collins,East Carolina (NC),,,32.5,108,4.41,4.41,4.41,4.41,1999
240,1999,James Dearth,Tarleton State (TX),10.50,,29.5,107,4.57,4.57,4.57,4.57,1999
241,1999,Rufus French,Mississippi,8.25,,32.0,104,4.50,4.50,4.50,4.50,1999
242,1999,Mike Grieb,UCLA,10.50,,27.0,107,4.45,4.45,4.45,4.45,1999
243,1999,Steve Heiden,San Diego State,,,32.0,121,4.11,4.11,4.11,4.11,1999
244,1999,Sheldon Jackson,Nebraska,9.25,,30.5,103,4.47,4.47,4.47,4.47,1999
245,1999,Love Jefferson,Washington State,10.13,,33.0,108,4.61,4.61,4.61,4.61,1999
246,1999,John Jennings,Belhaven (MS),8.38,,29.0,113,4.53,4.53,4.53,4.53,1999
247,1999,Reggie Kelly,Mississippi State,9.13,,32.0,,9.99,9.99,9.99,9.99,1999
248,1999,Jim Kleinsasser,North Dakota,9.88,,34.5,112,4.33,4.33,4.33,4.33,1999
249,1999,Derek Lewis,Texas,8.63,,27.5,104,4.26,4.26,4.26,4.26,1999
250,1999,Mike Lucky,Arizona,,,29.0,108,4.38,4.38,4.38,4.38,1999
251,1999,John Lumpkin,Ohio State,10.25,,34.5,111,9.99,9.99,9.99,9.99,1999
252,1999,Devon Smith,North Carolina,,,29.5,101,4.46,4.46,4.46,4.46,1999
253,1999,Derrick Spiller,Texas A&M,,,34.0,115,4.16,4.16,4.16,4.16,1999
254,1999,Justin Swift,Kansas State,9.63,,33.0,111,4.15,4.15,4.15,4.15,1999
255,1999,Jerame Tuman,Michigan,10.38,,33.0,107,4.20,4.20,4.20,4.20,1999
256,1999,Brian Waters,North Texas,9.75,,32.0,113,4.63,4.63,4.63,4.63,1999
257,1999,Jed Weaver,Oregon,9.38,,31.0,106,4.17,4.17,4.17,4.17,1999
258,2000,Kyle Allamon,Texas Tech,9.88,,29.0,104,4.49,4.49,4.49,4.49,2000
259,2000,Anthony Becht,West Virginia,10.50,,33.5,123,4.08,4.08,4.08,4.08,2000
260,2000,Casey Crawford,Virginia,9.50,,,,9.99,9.99,9.99,9.99,2000
261,2000,JoeDean Davenport,Arkansas,10.25,,30.0,108,4.67,4.67,4.67,4.67,2000
262,2000,Zeron Flemister,Iowa,9.38,,37.0,116,4.16,4.16,4.16,4.16,2000
263,2000,Jason Gavadza,Kent State (OH),,,32.5,113,4.30,4.30,4.30,4.30,2000
264,2000,John Jones,Indiana (PA),10.00,,38.5,125,4.43,4.43,4.43,4.43,2000
265,2000,Terrance McCaskey,Mississippi State,,,29.0,101,9.99,9.99,9.99,9.99,2000
266,2000,Carlos Nuno,Brigham Young,10.00,,28.0,106,9.99,9.99,9.99,9.99,2000
267,2000,Dave Stachelski,Boise State,9.50,,38.0,115,4.14,4.14,4.14,4.14,2000
268,2000,Jay Tant,Northwestern,10.38,,,,9.99,9.99,9.99,9.99,2000
269,2000,James Whalen,Kentucky,10.00,,31.0,110,4.22,4.22,4.22,4.22,2000
270,2000,Austin Wheatley,Iowa,10.50,,32.5,121,4.18,4.18,4.18,4.18,2000
271,2001,Billy Baber,Virginia,9.50,,33.0,106,4.19,4.19,4.19,4.19,2001
272,2001,Sean Brewer,San Jose State,9.50,,36.0,117,4.18,4.18,4.18,4.18,2001
273,2001,Elliott Carson,Vanderbilt,9.50,,36.0,115,4.21,4.21,4.21,4.21,2001
274,2001,Alge Crumpler,North Carolina,10.50,,34.0,112,4.43,4.43,4.43,4.43,2001
275,2001,Dauntae' Finger,North Carolina,,,33.5,103,4.59,4.59,4.59,4.59,2001
276,2001,Antoine Harris,Southern California,9.50,,26.0,,9.99,9.99,9.99,9.99,2001
277,2001,Todd Heap,Arizona State,9.50,,32.0,,9.99,9.99,9.99,9.99,2001
278,2001,Jabari Holloway,Notre Dame,11.00,,38.5,113,4.40,4.40,4.40,4.40,2001
279,2001,Jevaris Johnson,Georgia,8.50,,29.0,,9.99,9.99,9.99,9.99,2001
280,2001,Arther Love,South Carolina State,8.50,,36.0,,9.99,9.99,9.99,9.99,2001
281,2001,Brandon Manumaleuna,Arizona,10.00,,30.0,106,4.26,4.26,4.26,4.26,2001
282,2001,Shad Meier,Kansas State,10.25,,34.0,113,4.15,4.15,4.15,4.15,2001
283,2001,Brian Natkin,Texas-El Paso,9.50,,27.0,98,4.59,4.59,4.59,4.59,2001
