,Player,Team,DYAR,DVOA,Targets,Yards,EfYds,TD,Catch_rate,Year,Yds
1168,T.Scheffler,DEN,60,14.70%,37,,359,4,49%,2006,286
1169,B.Utecht,IND,55,9.90%,53,,390,0,70%,2006,377
1170,L.J.Smith,PHI,54,2.60%,80,,581,5,63%,2006,611
1171,K.Wilson,KC,39,13.50%,24,,243,3,63%,2006,132
1172,D.Clark,IND,32,0.60%,57,,418,4,53%,2006,367
1173,C.Anderson,OAK,28,2.80%,43,,292,2,58%,2006,285
1174,D.Martin,GB,27,3.20%,36,,273,2,58%,2006,198
1175,J.Shockey,NYG,22,-4.30%,115,,664,7,57%,2006,623
1176,B.Watson,NE,21,-3.90%,91,,562,3,54%,2006,643
1177,D.Graham,NE,17,0.10%,34,,235,2,62%,2006,235
1178,J.Klopfenstein,STL,14,-1.10%,34,,226,1,59%,2006,226
1179,R.Royal,BUF,11,-3.10%,40,,244,3,60%,2006,224
1180,E.Johnson,SF,8,-4.80%,49,,297,2,69%,2006,292
1181,B.Scaife,TEN,8,-5.10%,57,,323,3,53%,2006,384
1182,G.Wrighster,JAC,5,-6.00%,63,,362,3,62%,2006,353
1183,S.Heiden,CLE,2,-6.50%,46,,253,2,78%,2006,249
1184,D.Wilcox,BAL,1,-6.80%,27,,168,3,74%,2006,166
1185,S.Alexander,DEN,-1,-7.80%,35,,206,2,51%,2006,160
1186,B.Troupe,TEN,-10,-12.60%,29,,135,2,45%,2006,150
1187,A.Fasano,DAL,-11,-14.10%,24,,108,0,58%,2006,126
1188,J.Wiggins,MIN,-20,-11.80%,67,,335,1,69%,2006,390
1189,K.Mangum,CAR,-28,-19.40%,33,,131,1,64%,2006,170
1190,M.Gaines,CAR,-29,-22.60%,28,,95,0,54%,2006,146
1191,M.Campbell,NO,-31,-23.20%,29,,97,0,62%,2006,164
1192,A.Becht,TB,-39,-29.90%,26,,60,1,69%,2006,115
1193,J.Stevens,SEA,-42,-20.10%,48,,184,4,46%,2006,231
1194,V.Davis,SF,-44,-23.30%,42,,135,3,48%,2006,265
1195,A.Smith,TB,-50,-21.10%,53,,195,3,66%,2006,250
1196,R.Williams,OAK,-64,-25.20%,57,,160,0,49%,2006,293
1197,B.Franks,GB,-73,-29.10%,53,,121,0,47%,2006,234
1198,D.Thomas,NE,42,34.70%,16,,176,1,69%,2006,159
1199,B.Manumaleuna,SD,33,21.20%,17,,170,3,82%,2006,91
1200,M.Bruener,HOU,31,36.60%,10,,128,2,90%,2006,62
1201,M.Schobel,PHI,26,8.40%,22,,193,2,64%,2006,214
1202,J.Madsen,OAK,21,9.70%,19,,147,1,58%,2006,146
1203,J.Peelle,MIA,19,9.20%,18,,140,1,89%,2006,116
1204,C.FitzSimmons,DET,17,20.50%,10,,90,0,70%,2006,71
1205,T.Stewart,CIN,11,1.50%,18,,127,1,78%,2006,120
1206,J.Putzier,HOU,9,-0.70%,22,,135,0,59%,2006,125
1207,M.Lewis,JAC,5,-3.80%,21,,136,1,62%,2006,126
1208,V.Shiancoe,NYG,-1,-8.40%,14,,68,0,86%,2006,81
1209,M.Pollard,DET,-4,-10.90%,17,,94,0,71%,2006,100
1210,J.Gilmore,CHI,-9,-17.40%,12,,54,2,50%,2006,38
1211,E.Conwell,NO,-11,-18.90%,13,,57,1,62%,2006,57
1212,D.Lee,GB,-15,-17.90%,21,,87,0,48%,2006,150
1213,L.Pope,ARI,-15,-16.70%,23,,103,0,70%,2006,161
1214,J.Dunn,KC,-16,-28.60%,10,,28,0,40%,2006,40
1215,B.Hartsock,TEN,-28,-34.40%,15,,26,0,40%,2006,68
1216,D.Blakley,ATL,-29,-35.70%,14,,23,0,43%,2006,76
1217,B.Miller,NO,-30,-28.10%,22,,56,0,64%,2006,129
1218,G.Reid,CHI,-36,-61.30%,10,,-22,0,40%,2006,37
1219,I.Mili,SEA,-44,-42.60%,18,,9,0,56%,2006,69
1220,J.Kleinsasser,MIN,-45,-48.90%,16,,-7,0,44%,2006,47
1221,A.Bergen,ARI,-51,-40.30%,24,,19,1,63%,2006,111
1222,A.Gates,SD,258,27.30%,117,,"1,190",9,64%,2007,984
1223,J.Witten,DAL,242,19.60%,141,,"1,286",7,68%,2007,"1,145"
1224,H.Miller,PIT,174,34.20%,61,,734,7,77%,2007,566
1225,T.Gonzalez,KC,161,9.40%,154,,"1,162",5,64%,2007,"1,172"
1226,D.Lee,GB,145,26.00%,63,,685,6,76%,2007,575
1227,T.Scheffler,DEN,133,22.60%,65,,664,5,75%,2007,549
1228,O.Daniels,HOU,105,9.20%,94,,763,3,67%,2007,773
1229,B.Watson,NE,95,20.60%,49,,495,6,73%,2007,389
1230,C.Cooley,WAS,95,5.90%,110,,815,8,60%,2007,786
1231,D.Clark,CHI,87,13.30%,66,,545,4,67%,2007,545
1232,B.Utecht,IND,86,27.70%,37,,393,1,84%,2007,364
1233,M.Pollard,SEA,76,23.50%,35,,373,2,80%,2007,273
1234,C.Baker,NYJ,67,8.50%,61,,504,3,67%,2007,409
1235,B.Miller,NO,63,15.90%,38,,368,2,71%,2007,328
1236,R.McMichael,STL,57,5.50%,67,,499,3,58%,2007,429
1237,D.Graham,DEN,54,16.20%,33,,311,2,73%,2007,246
1238,K.Winslow,CLE,43,-2.80%,148,,905,5,55%,2007,"1,111"
1239,J.Shockey,NYG,33,-1.90%,94,,596,3,62%,2007,625
1240,R.Kelly,CIN,24,7.90%,27,,188,0,74%,2007,211
1241,M.Gaines,BUF,24,2.60%,35,,253,2,71%,2007,215
1242,D.Clark,IND,22,-4.10%,101,,633,11,57%,2007,616
1243,M.Lewis,JAC,19,-2.40%,57,,372,2,65%,2007,391
1244,A.Smith,TB,19,-2.00%,53,,338,3,60%,2007,385
1245,L.Pope,ARI,17,-0.10%,34,,237,5,68%,2007,238
1246,T.Heap,BAL,15,-1.10%,34,,236,1,68%,2007,239
1247,E.Johnson,NO,8,-5.50%,63,,386,2,76%,2007,380
1248,S.McHugh,DET,4,-5.60%,29,,187,0,59%,2007,252
1249,A.Crumpler,ATL,3,-6.60%,70,,386,5,60%,2007,444
1250,V.Shiancoe,MIN,-7,-9.80%,43,,220,1,63%,2007,324
1251,D.Martin,MIA,-13,-11.30%,50,,252,2,68%,2007,303
1252,G.Olsen,CHI,-18,-11.40%,66,,322,2,59%,2007,391
1253,B.Fletcher,IND,-21,-19.40%,27,,102,0,67%,2007,143
1254,G.Wrighster,JAC,-22,-19.50%,24,,104,1,71%,2007,123
1255,R.Royal,BUF,-23,-16.50%,38,,159,3,66%,2007,249
1256,Z.Miller,OAK,-23,-12.50%,69,,326,3,64%,2007,444
1257,B.Franks,GB,-30,-20.60%,32,,122,3,56%,2007,132
1258,W.Heller,SEA,-45,-31.70%,26,,57,3,50%,2007,82
1259,J.Peelle,MIA,-45,-21.40%,47,,172,2,62%,2007,228
1260,V.Davis,SF,-46,-15.60%,85,,369,4,61%,2007,509
1261,L.J.Smith,PHI,-58,-26.10%,44,,133,1,50%,2007,236
1262,Q.Sypniewski,BAL,-86,-31.90%,52,,105,1,65%,2007,246
1263,J.King,CAR,-98,-25.60%,80,,235,2,58%,2007,406
1264,D.Walker,SF,-100,-43.10%,42,,17,1,50%,2007,174
1265,B.Scaife,TEN,-120,-30.50%,78,,173,1,59%,2007,421
1266,J.Stevens,TB,83,49.80%,21,,303,4,86%,2007,189
1267,K.Boss,NYG,45,40.90%,14,,176,2,64%,2007,118
1268,D.Coats,CIN,39,33.50%,16,,166,0,75%,2007,122
1269,B.Celek,PHI,36,17.60%,22,,202,1,73%,2007,178
1270,C.FitzSimmons,DET,30,33.90%,10,,126,1,80%,2007,85
1271,G.Estandia,JAC,24,16.20%,16,,136,0,56%,2007,136
1272,T.Yoder,WAS,18,16.50%,12,,100,1,58%,2007,97
1273,J.Madsen,OAK,17,13.20%,12,,105,1,67%,2007,102
1274,B.Patrick,ARI,5,-1.80%,12,,90,2,58%,2007,73
1275,A.Fasano,DAL,5,-3.80%,21,,133,1,67%,2007,143
1276,J.Putzier,HOU,-3,-12.70%,10,,47,1,60%,2007,39
1277,K.Brady,NE,-4,-10.30%,16,,90,2,56%,2007,70
1278,B.Manumaleuna,SD,-5,-12.00%,15,,75,1,67%,2007,86
1279,B.Hartsock,TEN,-6,-11.90%,19,,103,0,63%,2007,138
1280,T.Bienemann,ARI,-13,-23.50%,11,,38,1,64%,2007,46
1281,J.Kleinsasser,MIN,-14,-27.70%,10,,28,1,40%,2007,43
1282,M.Schobel,PHI,-18,-19.40%,21,,88,1,52%,2007,108
1283,B.Troupe,TEN,-30,-47.70%,10,,-3,0,60%,2007,46
1284,S.Heiden,CLE,-34,-33.60%,21,,35,0,57%,2007,104
1285,D.Wilcox,BAL,-43,-59.70%,11,,-25,1,55%,2007,18
1286,M.Matthews,NYG,-47,-60.20%,13,,-28,0,46%,2007,28
1287,T.Gonzalez,KC,242,16.30%,155,,"1,389",10,62%,2008,"1,058"
1288,V.Shiancoe,MIN,226,51.40%,59,,816,7,71%,2008,596
1289,J.Witten,DAL,201,18.70%,120,,"1,090",4,68%,2008,952
1290,D.Clark,IND,164,15.10%,107,,974,6,72%,2008,848
1291,O.Daniels,HOU,162,16.60%,99,,925,2,71%,2008,862
1292,B.Miller,NO,150,28.80%,62,,676,1,73%,2008,579
1293,A.Fasano,MIA,139,30.40%,53,,615,7,64%,2008,454
1294,J.Carlson,SEA,137,17.90%,80,,755,5,69%,2008,627
1295,A.Gates,SD,136,14.90%,92,,813,8,65%,2008,704
1296,D.Martin,MIA,127,35.90%,45,,524,3,69%,2008,451
1297,T.Scheffler,DEN,113,19.50%,62,,599,3,66%,2008,644
1298,M.Bennett,DAL,107,56.30%,27,,375,4,74%,2008,283
1299,H.Miller,PIT,99,16.80%,66,,563,3,73%,2008,514
1300,K.Boss,NYG,90,16.40%,55,,517,6,60%,2008,384
1301,C.Cooley,WAS,82,4.30%,111,,774,1,75%,2008,849
1302,B.Celek,PHI,79,22.50%,38,,395,1,71%,2008,318
1303,Z.Miller,OAK,78,6.70%,86,,640,1,65%,2008,778
1304,T.Heap,BAL,49,4.20%,64,,463,3,55%,2008,407
1305,A.Smith,TB,41,8.50%,38,,308,3,55%,2008,250
1306,D.Graham,DEN,34,2.60%,50,,365,4,64%,2008,393
1307,D.Keller,NYJ,33,-1.60%,78,,559,3,62%,2008,535
1308,G.Olsen,CHI,27,-2.50%,82,,531,5,66%,2008,574
1309,B.Scaife,TEN,21,-3.60%,84,,514,2,69%,2008,561
1310,M.Lewis,JAC,16,-4.00%,73,,428,2,56%,2008,489
1311,J.Shockey,NO,15,-4.20%,72,,443,0,69%,2008,481
1312,D.Lee,GB,15,-2.60%,50,,301,5,78%,2008,303
1313,C.Baker,NYJ,14,-0.20%,30,,201,0,70%,2008,194
1314,D.Rosario,CAR,12,-1.60%,31,,204,1,58%,2008,209
1315,A.Crumpler,TEN,-8,-10.40%,41,,199,1,59%,2008,257
1316,J.King,CAR,-8,-11.10%,34,,162,1,62%,2008,195
1317,J.Stevens,TB,-16,-11.50%,59,,293,2,61%,2008,397
1318,M.Spaeth,PIT,-18,-17.80%,26,,104,0,65%,2008,136
1319,M.Gaines,DET,-20,-15.30%,36,,162,1,64%,2008,260
1320,S.Heiden,CLE,-21,-14.70%,42,,190,0,55%,2008,249
1321,K.Winslow,CLE,-31,-13.10%,83,,382,3,52%,2008,428
1322,L.J.Smith,PHI,-38,-15.90%,64,,287,3,58%,2008,298
1323,R.Kelly,CIN,-60,-30.10%,42,,90,0,74%,2008,207
1324,V.Davis,SF,-62,-27.10%,49,,129,2,63%,2008,358
1325,C.FitzSimmons,DET,-68,-42.90%,28,,12,1,43%,2008,85
1326,B.Utecht,CIN,-74,-47.40%,28,,-6,0,57%,2008,123
1327,B.Watson,NE,-80,-31.60%,47,,102,2,47%,2008,209
1328,R.Royal,BUF,-108,-36.50%,57,,76,1,58%,2008,352
1329,D.Clark,CHI,-117,-30.20%,73,,174,1,56%,2008,367
1330,M.Campbell,NO,42,25.90%,16,,199,2,75%,2008,121
1331,T.Humphrey,GB,35,23.20%,16,,171,0,69%,2008,162
1332,B.Manumaleuna,SD,26,13.60%,19,,163,2,79%,2008,127
1333,J.Gilmore,TB,26,10.40%,21,,180,1,71%,2008,147
1334,J.Peelle,ATL,24,7.10%,23,,191,2,65%,2008,159
1335,D.Fine,BUF,22,18.70%,12,,118,1,83%,2008,94
1336,D.Fells,STL,10,6.50%,11,,86,0,64%,2008,81
1337,D.Schouman,BUF,10,0.00%,20,,134,1,75%,2008,153
1338,R.McMichael,STL,7,-1.30%,21,,117,0,52%,2008,139
1339,G.Mills,MIN,6,1.50%,11,,68,0,45%,2008,65
1340,G.Estandia,JAC,3,-4.30%,15,,101,0,67%,2008,113
1341,J.Kleinsasser,MIN,3,-3.40%,13,,74,0,46%,2008,92
1342,T.Stewart,OAK,-1,-8.50%,15,,83,0,73%,2008,81
1343,G.Robinson,IND,-2,-8.40%,24,,120,0,79%,2008,166
1344,D.Walker,SF,-2,-8.80%,16,,87,1,63%,2008,155
1345,T.Santi,IND,-3,-11.60%,13,,60,1,77%,2008,64
1346,B.Patrick,ARI,-4,-10.60%,18,,99,0,61%,2008,104
1347,T.Yoder,WAS,-5,-15.20%,10,,45,1,80%,2008,50
1348,B.Cottam,KC,-8,-18.80%,11,,40,0,64%,2008,63
1349,J.Owens,DET,-12,-21.10%,12,,47,1,67%,2008,56
1350,R.Angulo,JAC,-12,-23.60%,11,,36,0,73%,2008,63
1351,D.Dinkins,CLE,-13,-27.30%,11,,27,1,45%,2008,41
1352,L.Pope,ARI,-17,-26.30%,13,,37,0,69%,2008,77
1353,J.Finley,GB,-17,-25.30%,12,,42,1,50%,2008,74
1354,D.Thomas,NE,-19,-23.80%,17,,55,0,53%,2008,93
1355,N.Jackson,DEN,-23,-26.30%,17,,52,1,65%,2008,84
1356,A.Becht,STL,-25,-41.30%,11,,7,0,55%,2008,39
1357,J.Dreessen,HOU,-32,-35.80%,17,,25,0,65%,2008,76
1358,F.Davis,WAS,-32,-54.50%,10,,-13,0,30%,2008,27
1359,T.Curtis,DAL,-34,-52.70%,12,,-11,0,67%,2008,37
1360,B.Franks,NYJ,-37,-55.00%,12,,-16,0,50%,2008,47
1361,J.Klopfenstein,STL,-41,-40.80%,19,,13,0,58%,2008,124
1362,D.Coats,CIN,-46,-68.30%,10,,-37,0,20%,2008,19
1363,A.Gates,SD,336,35.60%,114,,"1,392",8,69%,2009,"1,157"
1364,V.Shiancoe,MIN,210,30.80%,79,,924,11,71%,2009,566
1365,D.Clark,IND,204,15.90%,133,,"1,188",10,75%,2009,"1,106"
1366,J.Witten,DAL,198,17.80%,124,,"1,095",2,76%,2009,"1,030"
1367,B.Celek,PHI,169,15.50%,112,,992,8,68%,2009,968
1368,J.Finley,GB,164,25.60%,72,,778,5,76%,2009,676
1369,B.Watson,NE,157,47.80%,41,,581,5,71%,2009,404
1370,T.Heap,BAL,151,23.50%,75,,743,6,71%,2009,593
1371,T.Gonzalez,ATL,150,9.40%,134,,"1,086",6,62%,2009,867
1372,H.Miller,PIT,142,14.90%,98,,850,6,78%,2009,789
1373,O.Daniels,HOU,130,26.30%,58,,607,5,69%,2009,519
1374,K.Winslow,TB,121,7.70%,127,,942,5,61%,2009,894
1375,J.Shockey,NO,109,17.30%,67,,610,3,72%,2009,569
1376,V.Davis,SF,91,3.90%,129,,885,13,60%,2009,965
1377,T.Scheffler,DEN,84,17.20%,50,,474,2,62%,2009,416
1378,F.Davis,WAS,76,8.10%,76,,582,6,63%,2009,509
1379,K.Boss,NYG,76,9.70%,69,,542,5,61%,2009,567
1380,Z.Miller,OAK,56,1.70%,99,,649,3,67%,2009,805
1381,J.Dreessen,HOU,35,5.40%,39,,311,1,67%,2009,320
1382,M.Lewis,JAC,34,1.70%,59,,394,2,54%,2009,518
1383,D.Thomas,NO,31,1.90%,48,,355,1,73%,2009,356
1384,Z.Miller,JAC,25,5.70%,27,,213,2,78%,2009,212
1385,D.Fells,STL,22,1.90%,35,,256,3,60%,2009,273
1386,J.King,CAR,13,-1.60%,33,,221,3,76%,2009,202
1387,J.Carlson,SEA,11,-5.30%,83,,498,7,61%,2009,574
1388,J.P.Foschi,CIN,10,-2.40%,37,,199,2,73%,2009,260
1389,C.Cooley,WAS,10,-3.60%,45,,252,2,64%,2009,332
1390,D.Graham,DEN,7,-4.70%,43,,237,1,65%,2009,289
1391,D.Rosario,CAR,5,-5.60%,48,,267,2,54%,2009,313
1392,W.Heller,DET,-7,-9.30%,50,,260,3,58%,2009,296
1393,D.Keller,NYJ,-7,-8.70%,81,,422,2,56%,2009,522
1394,A.Crumpler,TEN,-14,-12.90%,37,,183,1,73%,2009,222
1395,R.Royal,CLE,-16,-17.20%,26,,101,1,42%,2009,130
1396,S.Ryan,KC,-23,-21.30%,27,,89,2,52%,2009,135
1397,B.Pettigrew,DET,-29,-15.60%,54,,231,2,56%,2009,346
1398,C.FitzSimmons,DET,-32,-25.80%,27,,76,0,67%,2009,129
1399,D.Walker,SF,-33,-21.70%,33,,120,0,64%,2009,233
1400,L.Pope,KC,-38,-27.60%,30,,74,1,67%,2009,174
1401,A.Fasano,MIA,-40,-18.20%,53,,220,2,58%,2009,345
1402,G.Olsen,CHI,-41,-12.60%,108,,557,8,56%,2009,612
1403,M.Bennett,DAL,-41,-29.00%,30,,69,0,50%,2009,159
1404,B.Scaife,TEN,-43,-16.70%,70,,289,1,64%,2009,440
1405,R.McMichael,STL,-52,-19.90%,62,,231,1,55%,2009,332
1406,J.Stevens,TB,-54,-33.40%,32,,57,1,47%,2009,130
1407,D.Clark,CHI,-59,-31.50%,34,,77,2,56%,2009,145
1408,J.Haynos,MIA,-64,-30.80%,37,,89,2,51%,2009,162
1409,S.Nelson,BUF,-66,-46.50%,29,,-2,1,59%,2009,158
1410,D.Lee,GB,-74,-31.10%,54,,100,1,69%,2009,260
1411,D.Coats,CIN,-89,-54.70%,30,,-36,0,53%,2009,150
1412,S.Havner,GB,59,67.70%,10,,195,4,70%,2009,112
1413,B.Patrick,ARI,34,26.40%,16,,161,2,75%,2009,146
1414,C.Baker,NE,33,20.80%,19,,172,2,74%,2009,142
1415,J.Peelle,ATL,26,13.40%,15,,161,2,80%,2009,115
1416,B.Bajema,STL,21,23.20%,11,,102,0,73%,2009,94
1417,T.Santi,IND,17,13.60%,11,,105,0,73%,2009,110
1418,K.Davis,CHI,17,9.80%,14,,119,3,64%,2009,75
1419,G.Barnidge,CAR,14,4.00%,21,,140,0,57%,2009,242
1420,D.Schouman,BUF,14,12.40%,11,,90,0,82%,2009,103
1421,E.Moore,CLE,0,-7.10%,23,,115,0,52%,2009,158
1422,T.Beckum,NYG,-1,-9.40%,10,,49,0,80%,2009,55
1423,B.Cottam,KC,-2,-9.20%,15,,87,0,60%,2009,120
1424,T.Stewart,OAK,-4,-10.90%,15,,76,0,67%,2009,78
1425,A.Becht,ARI,-7,-14.90%,12,,63,1,58%,2009,64
1426,J.Casey,HOU,-10,-19.90%,12,,46,0,50%,2009,64
1427,J.Cook,TEN,-12,-18.70%,15,,63,0,60%,2009,74
1428,E.Wilford,JAC,-18,-20.10%,21,,77,1,52%,2009,123
1429,S.Spach,ARI,-18,-37.00%,10,,12,0,40%,2009,38
1430,J.Tamme,IND,-18,-36.40%,10,,13,0,30%,2009,35
1431,J.Stupar,BUF,-22,-39.40%,11,,10,0,55%,2009,40
1432,S.Heiden,CLE,-25,-26.80%,17,,53,1,59%,2009,73
1433,G.Estandia,2TM,-34,-45.60%,13,,1,0,31%,2009,45
1434,G.Robinson,IND,-37,-46.80%,15,,-2,0,60%,2009,62
1435,J.Kleinsasser,MIN,-39,-43.70%,16,,5,0,63%,2009,70
1436,D.Fine,BUF,-52,-56.80%,18,,-25,0,50%,2009,64
1437,J.O'Connell,KC,-58,-93.50%,10,,-70,0,20%,2009,7
1438,A.Gates,SD,358,76.30%,65,,"1,139",10,77%,2010,782
1439,R.Gronkowski,NE,243,51.70%,59,,875,10,71%,2010,546
1440,V.Davis,SF,181,23.10%,93,,897,7,60%,2010,914
1441,J.Witten,DAL,173,13.80%,128,,"1,071",9,73%,2010,"1,002"
1442,A.Hernandez,NE,144,27.10%,64,,667,6,70%,2010,563
1443,A.Fasano,MIA,136,27.00%,60,,632,4,65%,2010,528
1444,T.Heap,BAL,116,21.50%,64,,593,5,63%,2010,599
1445,J.Dreessen,HOU,110,25.40%,54,,522,4,67%,2010,518
1446,B.Watson,CLE,108,8.90%,103,,800,3,67%,2010,762
1447,K.Winslow,TB,102,9.40%,97,,737,5,68%,2010,733
1448,J.Finley,GB,99,51.80%,26,,355,1,81%,2010,301
1449,M.Lewis,JAC,96,8.50%,88,,721,10,66%,2010,700
1450,J.Tamme,IND,95,8.00%,93,,728,4,72%,2010,631
1451,J.Graham,NO,91,22.60%,43,,455,5,72%,2010,356
1452,F.Davis,WAS,86,34.90%,30,,361,3,70%,2010,316
1453,T.Moeaki,KC,82,10.40%,72,,568,3,65%,2010,557
1454,E.Moore,CLE,78,38.40%,26,,314,1,62%,2010,323
1455,R.McMichael,SD,61,26.50%,27,,285,2,74%,2010,221
1456,J.Cook,TEN,59,14.90%,45,,351,1,64%,2010,361
1457,B.Pettigrew,DET,58,0.90%,111,,716,4,64%,2010,722
1458,T.Gonzalez,ATL,52,-0.40%,109,,756,6,64%,2010,656
1459,J.Shockey,NO,46,4.10%,59,,442,3,69%,2010,408
1460,Z.Miller,OAK,42,-0.30%,92,,596,5,65%,2010,685
1461,Z.Miller,JAC,35,13.50%,26,,216,1,77%,2010,216
1462,D.Clark,IND,31,1.30%,53,,375,3,70%,2010,347
1463,O.Daniels,HOU,24,-2.00%,68,,436,2,56%,2010,471
1464,D.Keller,NYJ,17,-4.70%,100,,599,5,55%,2010,687
1465,H.Miller,PIT,15,-3.70%,67,,397,2,63%,2010,512
1466,D.Walker,SF,12,-3.40%,46,,288,0,65%,2010,336
1467,A.Quarless,GB,2,-6.60%,33,,197,1,64%,2010,238
1468,D.Fells,STL,-1,-7.50%,65,,345,2,63%,2010,391
1469,K.Boss,NYG,-8,-8.90%,70,,376,5,50%,2010,531
1470,V.Shiancoe,MIN,-8,-8.80%,79,,415,2,59%,2010,530
1471,B.Scaife,TEN,-21,-13.20%,52,,256,4,69%,2010,316
1472,B.Celek,PHI,-25,-11.90%,79,,395,4,53%,2010,511
1473,J.King,CAR,-29,-20.50%,31,,122,2,61%,2010,121
1474,C.Cooley,WAS,-34,-11.60%,126,,601,3,61%,2010,849
1475,D.Thomas,NO,-43,-21.00%,46,,171,2,65%,2010,219
1476,T.Scheffler,DET,-46,-17.40%,72,,283,1,63%,2010,378
1477,G.Olsen,CHI,-57,-19.60%,70,,264,5,59%,2010,404
1478,J.Gresham,CIN,-57,-17.40%,83,,352,4,63%,2010,471
1479,M.Bennett,DAL,-64,-28.60%,47,,113,0,70%,2010,262
1480,D.Rosario,CAR,-81,-29.30%,58,,133,0,55%,2010,264
1481,J.Carlson,SEA,-110,-35.30%,58,,91,1,53%,2010,318
1482,D.Graham,DEN,-139,-63.40%,37,,-95,0,49%,2010,153
1483,J.Gilmore,TB,42,26.50%,18,,195,1,72%,2010,160
1484,J.Peelle,ATL,17,7.60%,15,,132,1,67%,2010,96
1485,D.Lee,GB,16,11.40%,12,,110,3,92%,2010,73
1486,T.Beckum,NYG,13,3.10%,18,,130,2,72%,2010,116
1487,J.Kleinsasser,MIN,12,2.60%,20,,133,0,85%,2010,148
1488,B.Pascoe,NYG,9,4.20%,13,,89,0,69%,2010,72
1489,A.Crumpler,NE,9,5.20%,10,,82,2,60%,2010,52
1490,M.Hoomanawanui,STL,4,-4.60%,22,,141,3,59%,2010,146
1491,J.Stupar,BUF,2,-4.90%,13,,65,0,92%,2010,111
1492,J.Casey,HOU,-5,-13.00%,14,,69,0,57%,2010,98
1493,C.Baker,SEA,-7,-12.00%,19,,110,1,47%,2010,116
1494,B.Bajema,STL,-11,-14.60%,24,,107,2,58%,2010,153
1495,D.Gronkowski,DEN,-13,-23.40%,13,,41,0,62%,2010,65
1496,B.Patrick,ARI,-14,-19.50%,18,,64,0,83%,2010,123
1497,B.Myers,OAK,-14,-20.70%,16,,57,0,75%,2010,80
1498,C.Harbor,PHI,-16,-22.70%,15,,52,1,60%,2010,72
1499,C.Morrah,SEA,-17,-20.80%,18,,67,0,50%,2010,117
1500,R.Royal,CLE,-22,-31.40%,12,,28,1,42%,2010,56
1501,C.Stevens,TEN,-23,-21.70%,23,,85,2,48%,2010,122
1502,M.Spaeth,PIT,-25,-28.80%,18,,44,1,50%,2010,80
1503,L.Pope,KC,-28,-26.80%,19,,59,2,53%,2010,76
1504,E.Dickson,BAL,-31,-29.50%,23,,50,1,48%,2010,152
1505,R.Kelly,CIN,-37,-51.80%,13,,-11,0,77%,2010,42
1506,S.Spach,ARI,-61,-62.30%,17,,-39,0,41%,2010,40
1507,R.Gronkowski,NE,459,45.90%,125,,"1,726",18,73%,2011,"1,329"
1508,J.Graham,NO,244,16.60%,149,,"1,392",11,66%,2011,"1,310"
1509,A.Gates,SD,231,30.90%,88,,"1,011",7,73%,2011,778
1510,T.Gonzalez,ATL,181,15.60%,116,,"1,063",7,69%,2011,875
1511,J.Finley,GB,163,18.00%,92,,900,8,60%,2011,767
1512,F.Davis,WAS,128,15.00%,88,,765,3,67%,2011,798
1513,J.Ballard,NYG,127,22.50%,61,,635,4,62%,2011,604
1514,O.Daniels,HOU,122,14.30%,85,,743,3,64%,2011,677
1515,J.Dreessen,HOU,119,40.50%,39,,468,6,72%,2011,353
1516,S.Chandler,BUF,113,27.00%,46,,522,6,83%,2011,389
1517,A.Hernandez,NE,107,6.00%,113,,917,7,70%,2011,910
1518,J.Witten,DAL,102,5.60%,117,,891,5,68%,2011,942
1519,J.Cook,TEN,100,12.10%,81,,654,3,60%,2011,760
1520,H.Miller,PIT,99,13.20%,76,,624,2,68%,2011,637
1521,A.Fasano,MIA,84,16.50%,54,,482,5,59%,2011,451
1522,D.Pitta,BAL,72,12.20%,56,,467,3,71%,2011,405
1523,K.Boss,OAK,72,22.30%,39,,360,3,72%,2011,368
1524,V.Davis,SF,70,3.90%,95,,685,6,71%,2011,792
1525,B.Celek,PHI,70,3.70%,97,,689,5,64%,2011,811
1526,T.Scheffler,DET,66,14.50%,43,,396,6,60%,2011,347
1527,E.Moore,CLE,59,11.30%,47,,393,4,72%,2011,324
1528,J.King,ARI,53,14.60%,34,,318,3,79%,2011,271
1529,J.Shockey,CAR,36,1.60%,62,,423,4,60%,2011,461
1530,E.Dickson,BAL,31,-1.70%,89,,536,5,61%,2011,528
1531,L.Pope,KC,19,0.90%,33,,241,1,73%,2011,247
1532,K.Davis,CHI,10,-2.90%,35,,225,5,51%,2011,206
1533,K.Rudolph,MIN,7,-4.60%,39,,252,3,67%,2011,249
1534,D.Fells,DEN,4,-5.30%,31,,174,3,61%,2011,256
1535,A.Smith,CLE,-1,-7.60%,25,,141,1,56%,2011,131
1536,T.Heap,ARI,-3,-8.70%,36,,197,1,67%,2011,283
1537,J.Gresham,CIN,-8,-8.50%,92,,488,6,61%,2011,596
1538,D.Keller,NYJ,-11,-8.70%,115,,632,5,57%,2011,815
1539,R.McMichael,SD,-19,-14.10%,44,,194,0,68%,2011,271
1540,M.Bennett,DAL,-27,-23.70%,26,,79,0,65%,2011,144
1541,D.Walker,SF,-27,-19.50%,36,,129,3,56%,2011,192
1542,J.Tamme,IND,-29,-20.80%,31,,115,1,61%,2011,177
1543,G.Olsen,CAR,-38,-13.90%,89,,402,5,51%,2011,540
1544,B.Pettigrew,DET,-43,-12.60%,126,,586,5,66%,2011,777
1545,B.Watson,CLE,-47,-17.30%,71,,288,2,52%,2011,410
